"feature_id_full","feature_id","feature_mz","feature_rt","sirius_molecularformula"
"1_139.98_0.1",1,139.982569535097,0.11041202,NA
"10_182.1_0.4",10,182.102695127276,0.39171758,"C6H12O5"
"100_232.09_0.5",100,232.092973736404,0.4548103,"C8H10N2O5"
"1000_266.14_1.9",1000,266.138612208408,1.888019,"C14H16O4"
"10000_387.26_8.8",10000,387.262317458542,8.844934,NA
"10001_849.46_8.8",10001,849.461778085544,8.8482065,"C46H64N4O11"
"10002_419.33_8.9",10002,419.331585169684,8.851813,"C30H44O2"
"10003_518.42_8.9",10003,518.421071588526,8.851813,"C32H52O4"
"10004_495.34_8.9",10004,495.342614708595,8.852025,"C27H48N2O7"
"10005_518.42_8.9",10005,518.418276991615,8.852025,"C32H52O4"
"10006_495.35_8.9",10006,495.345170666884,8.852784,"C32H48O5"
"10007_273.26_8.9",10007,273.264497226536,8.852897,NA
"10008_299.2_8.9",10008,299.202333627533,8.853249,"C20H28O3"
"10009_441.37_8.9",10009,441.373531274064,8.853857,"C30H50O3"
"1001_211.1_1.9",1001,211.096656889197,1.8893619,"C11H16O5"
"10010_484.35_8.9",10010,484.346052000809,8.855002,"C24H44F2O6"
"10011_443.32_8.9",10011,443.316153932928,8.855028,"C28H44O5"
"10012_184.99_8.9",10012,184.986318259439,8.855341,NA
"10013_467.32_8.9",10013,467.319328217078,8.855698,"C24H44F2O6"
"10014_512.38_8.9",10014,512.377154962532,8.855698,"C33H47N5O"
"10015_521.33_8.9",10015,521.32724388254,8.855698,NA
"10016_481.33_8.9",10016,481.334476860665,8.856394,"C28H50O5S"
"10017_268.27_8.9",10017,268.268201412415,8.857419,NA
"10018_627.34_8.9",10018,627.335605974257,8.859653,"C30H52O12"
"10019_840.46_8.9",10019,840.45935671808,8.859826,"C35H59N15O8"
"1002_144.08_1.9",1002,144.080952791779,1.8894235,"C10H11NO"
"10020_845.41_8.9",10020,845.414345398956,8.859826,"C39H66O18"
"10021_840.45_8.9",10021,840.454667333768,8.859962,"C46H62O13"
"10022_845.41_8.9",10022,845.409802206874,8.859962,"C48H62O14"
"10024_451.33_8.9",10024,451.332085059418,8.860857,"C20H43N3O5Si"
"10025_268.26_8.9",10025,268.264593402074,8.862963,"C17H30O"
"10026_645.36_8.9",10026,645.361988507105,8.862937,"C34H54O10"
"10027_268.26_8.9",10027,268.263924672112,8.864357,"C17H30O"
"10028_268.26_8.9",10028,268.26347381959,8.864824,"C17H30O"
"10029_625.35_8.9",10029,625.354003879805,8.8679085,"C33H50N6O5S"
"1003_136.11_1.9",1003,136.112286924281,1.8919997,"C9H13N"
"10030_187.15_8.9",10030,187.148443596613,8.868586,"C14H20O"
"10031_231.21_8.9",10031,231.211138433212,8.868586,"C17H28O"
"10032_297.26_8.9",10032,297.258175375393,8.868586,"C22H34O"
"10033_465.37_8.9",10033,465.373817912676,8.868586,"C32H50O3"
"10034_483.38_8.9",10034,483.38431114317,8.868586,"C32H50O3"
"10035_541.39_8.9",10035,541.386939996802,8.868586,"C34H54O6"
"10036_1019.79_8.9",10036,1019.79297655954,8.868586,NA
"10037_1037.8_8.9",10037,1037.80165651922,8.868586,NA
"10038_1059.79_8.9",10038,1059.78500651793,8.868586,NA
"10039_1579.19_8.9",10039,1579.18777499788,8.868586,NA
"1004_326.14_1.9",1004,326.144945797711,1.8923411,"C12H20O9"
"10040_437.34_8.9",10040,437.341298225197,8.868703,"C30H46O3"
"10041_144.99_8.9",10041,144.985858569703,8.8688135,"C4H3FN2O2S"
"10042_425.38_8.9",10042,425.379260056815,8.869304,"C30H48O"
"10043_407.37_8.9",10043,407.368776998413,8.86945,"C30H48O"
"10044_603.35_8.9",10044,603.350541974369,8.870827,"C32H52O9"
"10045_665.39_8.9",10045,665.387704975447,8.870827,"C34H58O11"
"10046_499.4_8.9",10046,499.400023866162,8.872977,"C29H54O6"
"10047_539.39_8.9",10047,539.392588503413,8.872977,NA
"10048_555.37_8.9",10048,555.365939413554,8.8732815,"C34H52O7"
"10049_1008.67_8.9",10049,1008.67480431963,8.87359,"C50H86N8O12"
"1005_261.14_1.9",1005,261.144641888149,1.8930708,"C11H17NO5"
"10050_144.98_8.9",10050,144.984737877846,8.873716,NA
"10051_335.15_8.9",10051,335.153666998573,8.87426,"C16H25FN2O2"
"10052_782.57_8.9",10052,782.570788032164,8.874968,"C42H82NO8P"
"10053_125.1_8.9",10053,125.096329759299,8.875364,"C8H14O2"
"10054_159.12_8.9",10054,159.116999854546,8.875364,"C12H16O"
"10055_163.11_8.9",10055,163.111884171239,8.875364,"C11H16O2"
"10056_205.16_8.9",10056,205.158873625059,8.875364,"C14H22O2"
"10057_213.16_8.9",10057,213.163886509469,8.875364,"C16H22O"
"10058_231.17_8.9",10058,231.174573633825,8.875364,"C16H24O2"
"10059_281.23_8.9",10059,281.226571745959,8.875364,"C21H30O"
"1006_726.22_1.9",1006,726.223973230444,1.8938924,"C36H37N3O12"
"10060_299.24_8.9",10060,299.237208404779,8.875364,"C21H32O2"
"10061_351.27_8.9",10061,351.268337474653,8.875364,"C25H34O"
"10062_369.28_8.9",10062,369.279399702089,8.875364,"C25H38O3"
"10063_395.33_8.9",10063,395.331063876825,8.875364,"C28H42O"
"10064_413.34_8.9",10064,413.341616612684,8.875364,"C28H44O2"
"10065_515.37_8.9",10065,515.373487077625,8.875364,"C32H52O6"
"10066_780.56_8.9",10066,780.556331151311,8.875349,"C42H80NO8P"
"10067_635.31_8.9",10067,635.309711373261,8.875364,"C34H48N2O7"
"10068_1087.74_8.9",10068,1087.74283546542,8.875364,"C64H104O12"
"10069_455.35_8.9",10069,455.352580862294,8.8759775,"C30H46O3"
"1007_701.18_1.9",1007,701.182963407967,1.8939164,"C29H33NO16S"
"10070_425.38_8.9",10070,425.377040761952,8.876905,"C30H48O"
"10071_143.11_8.9",10071,143.106805486622,8.877043,"C8H14O2"
"10072_473.36_8.9",10072,473.362934172092,8.877043,"C30H48O4"
"10073_533.38_8.9",10073,533.383783262982,8.877043,"C32H52O6"
"10074_589.33_8.9",10074,589.334536977482,8.87872,"C33H50O10"
"10075_499.34_8.9",10075,499.344202607694,8.8803005,"C31H46O5"
"10076_1065.76_8.9",10076,1065.76116811178,8.883226,NA
"10077_146.98_8.9",10077,146.981691700035,8.886078,NA
"10078_743.46_8.9",10078,743.461779547504,8.889673,"C38H59FN8O6"
"10079_419.33_8.9",10079,419.330696492359,8.891531,"C30H44O2"
"1008_181.05_1.9",1008,181.049680700984,1.8942868,"C9H8O4"
"10080_585.36_8.9",10080,585.357495773851,8.891683,"C38H50O6"
"10081_601.33_8.9",10081,601.332035932188,8.891683,"C32H50O9"
"10082_273.22_8.9",10082,273.222087125975,8.89175,"C19H30O2"
"10083_585.36_8.9",10083,585.360933741751,8.891759,"C27H50N6O9"
"10084_443.35_8.9",10084,443.353633536459,8.892344,"C29H46O3"
"10085_425.31_8.9",10085,425.30589522928,8.892917,"C28H42O4"
"10086_889.48_8.9",10086,889.477563995054,8.894394,"C42H74O18"
"10087_794.47_8.9",10087,794.471579280919,8.895103,"C42H69NO14"
"10088_799.43_8.9",10088,799.427008953127,8.895103,"C42H64O13"
"10089_822.5_8.9",10089,822.503170106194,8.895103,"C44H71NO13"
"1009_497.09_1.9",1009,497.092487075021,1.8953825,"C21H20O14"
"10090_757.43_8.9",10090,757.428972800781,8.897402,"C41H66O10"
"10091_128.06_8.9",10091,128.062198254249,8.898791,"C10H9O"
"10092_471.35_8.9",10092,471.34777882455,8.898956,"C30H48O5"
"10093_580.4_8.9",10093,580.402799968925,8.899604,"C30H50N4O6"
"10094_608.43_8.9",10094,608.434197649287,8.899604,NA
"10095_580.41_8.9",10095,580.406057312057,8.899711,"C29H54O10"
"10096_743.47_8.9",10096,743.467959069783,8.900537,"C39H59N5O8"
"10097_759.44_8.9",10097,759.444627676562,8.900776,"C41H68O10"
"10098_777.46_8.9",10098,777.458890225375,8.9010515,"C46H66O11"
"10099_861.48_8.9",10099,861.480350663654,8.9010515,"C43H72O17"
"101_272.09_0.5",101,272.088364902205,0.45530868,"C10H10N2O6"
"1010_188.07_1.9",1010,188.070811221867,1.8966632,"C11H11NO3"
"10100_371.29_8.9",10100,371.294832009943,8.902461,"C25H40O3"
"10101_459.35_8.9",10101,459.350964097317,8.904206,"C24H44BN5O4"
"10102_233.16_8.9",10102,233.157602816292,8.905477,"C11H24O3Si"
"10103_417.29_8.9",10103,417.285990602213,8.905477,"C21H44O4Si2"
"10104_445.28_8.9",10104,445.281467457215,8.905477,"C24H36N4O4"
"10105_463.29_8.9",10105,463.291858431596,8.905477,"C22H46O6Si2"
"10106_480.32_8.9",10106,480.318975471735,8.905477,NA
"10107_485.27_8.9",10107,485.274063085272,8.905477,"C25H42O10"
"10108_442.31_8.9",10108,442.30800522779,8.905685,NA
"10109_861.47_8.9",10109,861.474785076323,8.906406,"C45H74O13"
"1011_763.15_1.9",1011,763.150425027847,1.896789,"C37H30O18"
"10110_317.21_8.9",10110,317.212889971152,8.906696,"C17H31FO5"
"10111_398.23_8.9",10111,398.232830790585,8.907988,"C24H31NO4"
"10112_615.4_8.9",10112,615.404805915334,8.90824,"C40H56O6"
"10113_317.22_8.9",10113,317.219198832415,8.908446,"C14H30N4O5"
"10114_861.5_8.9",10114,861.496525131532,8.908446,"C43H68N6O12"
"10115_777.45_8.9",10115,777.454922893637,8.909183,"C41H70O11"
"10116_673.41_8.9",10116,673.409041003978,8.909216,"C40H58O7"
"10117_233.15_8.9",10117,233.154082233641,8.909853,"C15H22O3"
"10118_417.28_8.9",10118,417.279565612214,8.909853,"C29H38O3"
"10119_445.27_8.9",10119,445.274583634154,8.909853,"C30H38O4"
"1012_390.18_1.9",1012,390.175826391883,1.8978767,"C17H24O9"
"10120_463.28_8.9",10120,463.284938170856,8.909853,"C30H40O5"
"10121_480.31_8.9",10121,480.311783198089,8.909853,"C30H38O4"
"10122_485.27_8.9",10122,485.266748953016,8.909853,"C30H38O4"
"10123_464.29_8.9",10123,464.290951275984,8.91217,NA
"10124_462.27_8.9",10124,462.274493988551,8.91318,"C26H37N3O3"
"10125_845.49_8.9",10125,845.494732565442,8.913394,"C45H61N7O8"
"10126_449.27_8.9",10126,449.266932878014,8.913673,"C27H38O4"
"10127_171.12_8.9",10127,171.116848063979,8.914314,"C13H16O"
"10128_405.26_8.9",10128,405.263866160447,8.914314,"C24H36O5"
"10129_763.48_8.9",10129,763.475946480738,8.914293,"C42H64N6O8"
"1013_205.1_1.9",1013,205.097404807646,1.8983773,"C11H9NO2"
"10130_171.12_8.9",10130,171.121172803295,8.916348,NA
"10131_301.22_8.9",10131,301.223855023382,8.916348,"C12H30N4O3"
"10132_385.25_8.9",10132,385.246790037077,8.916348,NA
"10133_317.21_8.9",10133,317.211840379818,8.916871,"C20H28O3"
"10134_845.48_8.9",10134,845.480666436816,8.91726,"C45H74O12"
"10135_449.31_8.9",10135,449.305398803224,8.917703,"C30H40O3"
"10136_467.32_8.9",10136,467.31617641187,8.917703,"C30H42O4"
"10137_175.15_8.9",10137,175.148943909711,8.919659,"C10H21FO2"
"10138_415.04_8.9",10138,415.043939798521,8.920401,"C17H17FN4OS2"
"10139_201.16_8.9",10139,201.164372395788,8.920481,"C15H22O"
"1014_369.15_1.9",1014,369.152042381232,1.8996145,"C14H22N6O7"
"10140_761.46_8.9",10140,761.463894832165,8.921456,"C46H66O10"
"10141_273.26_8.9",10141,273.258116066355,8.921669,"C20H34O"
"10142_283.21_8.9",10142,283.205620070829,8.922218,"C20H28O2"
"10143_419.24_8.9",10143,419.242802339129,8.922218,"C24H34O6"
"10144_443.24_8.9",10144,443.240124015802,8.922218,"C24H36O6"
"10145_840.46_8.9",10145,840.45936339872,8.923507,"C39H66O18"
"10146_283.21_8.9",10146,283.212795486594,8.924259,"C14H28N4O3"
"10147_161.13_8.9",10147,161.132975333755,8.9242735,"C12H18O"
"10148_401.24_8.9",10148,401.242253843819,8.924259,"C21H29BN2O2S"
"10149_419.25_8.9",10149,419.253434401251,8.924259,NA
"1015_235.14_1.9",1015,235.144274396483,1.899942,"C13H15NO2"
"10150_443.25_8.9",10150,443.251622209374,8.924259,"C20H36N4O8"
"10151_845.5_8.9",10151,845.501278635575,8.924259,"C39H66N12O10"
"10152_189.16_8.9",10152,189.164921816974,8.924793,"C11H23FO2"
"10153_215.18_8.9",10153,215.180799027723,8.924793,"C13H25FO2"
"10154_271.24_8.9",10154,271.243488747818,8.924793,"C20H32O"
"10155_389.27_8.9",10155,389.270511826806,8.924793,"C24H38O5"
"10156_411.25_8.9",10156,411.25295569024,8.924793,NA
"10157_445.19_8.9",10157,445.190942830015,8.924793,"C24H26ClNO4"
"10158_299.2_8.9",10158,299.201058487023,8.925727,"C20H28O3"
"10159_836.48_8.9",10159,836.481740561561,8.926772,"C44H71NO15"
"1016_552.23_1.9",1016,552.229960261158,1.9005986,"C28H30N4O5S"
"10160_841.44_8.9",10160,841.436902134062,8.926772,"C44H66O14"
"10161_857.41_8.9",10161,857.411486365879,8.926772,NA
"10162_864.51_8.9",10162,864.513363784471,8.926772,"C45H71N5O10"
"10163_215.18_8.9",10163,215.184665132074,8.927375,NA
"10164_389.28_8.9",10164,389.277395893368,8.927375,"C19H34N8O2"
"10165_445.2_8.9",10165,445.198754467341,8.927375,"C19H30N6O3S"
"10166_648.43_8.9",10166,648.429352115516,8.931257,"C33H63NO12"
"10167_231.09_8.9",10167,231.086678340604,8.931409,"C10H16O7"
"10168_641.33_8.9",10168,641.330577196627,8.931409,"C30H46N3O9P"
"10169_648.43_8.9",10169,648.432614295886,8.931409,"C33H63NO12"
"1017_557.19_1.9",1017,557.185061207858,1.9005986,"C23H34O14"
"10170_287.24_8.9",10170,287.244152820008,8.932157,NA
"10171_423.36_8.9",10171,423.362582878091,8.932585,"C30H46O"
"10172_843.47_8.9",10172,843.465282596302,8.934198,"C45H72O12"
"10173_411.26_8.9",10173,411.260218605039,8.935285,NA
"10174_620.4_8.9",10174,620.399353953604,8.935277,"C31H54O11"
"10175_799.53_8.9",10175,799.530927508977,8.935285,NA
"10176_271.24_8.9",10176,271.242264594085,8.936348,"C20H32O"
"10177_761.47_8.9",10177,761.473456082796,8.9371395,"C30H57N13O9"
"10178_844.56_8.9",10178,844.555286024075,8.938047,"C42H75N7O9"
"10179_625.35_8.9",10179,625.354545006435,8.93922,"C31H54O11"
"1018_229.16_1.9",1018,229.155083674349,1.9009228,"C11H17NO3"
"10180_866.47_8.9",10180,866.474817445383,8.939304,"C45H69N3O12"
"10181_871.43_8.9",10181,871.430172637381,8.939304,"C41H68O18"
"10182_843.49_8.9",10182,843.485390478979,8.940061,"C42H67NO15"
"10183_401.23_8.9",10183,401.232792285109,8.940274,"C24H34O6"
"10184_187.15_8.9",10184,187.148233623816,8.940518,"C14H20O"
"10185_573.49_8.9",10185,573.488809979671,8.941034,"C37H66O5"
"10186_271.21_8.9",10186,271.212367986936,8.9416275,"C11H28N4O2"
"10187_509.36_8.9",10187,509.362868397721,8.942097,"C33H50O5"
"10188_545.38_8.9",10188,545.383802857953,8.942097,"C33H52O6"
"10189_587.39_8.9",10189,587.393966486069,8.942097,"C35H56O8"
"1019_707.18_1.9",1019,707.179844913648,1.903513,"C30H36O18"
"10190_627.39_8.9",10190,627.387224093499,8.942097,"C35H56O8"
"10191_187.11_8.9",10191,187.111992049286,8.942198,"C13H16O2"
"10192_401.23_8.9",10192,401.233811588444,8.942343,NA
"10193_758.57_8.9",10193,758.569655681558,8.942963,"C42H80NO8P"
"10194_527.37_8.9",10194,527.373339601441,8.944176,"C33H52O6"
"10195_133.1_8.9",10195,133.101527605594,8.944458,"C10H14O"
"10196_184.99_8.9",10196,184.988837182368,8.945056,"C4H6Cl2N2O2"
"10197_285.23_8.9",10197,285.226187701238,8.945056,NA
"10198_441.21_8.9",10198,441.212354669653,8.945056,"C21H27F3N4O3"
"10199_455.29_8.9",10199,455.287107491527,8.945056,"C20H32FN7O3"
"102_203.05_0.5",102,203.052921308297,0.4554361,NA
"1020_189.07_1.9",1020,189.073948573404,1.9040433,"C7H10N4O"
"10200_849.51_8.9",10200,849.512060623422,8.946297,"C45H78O12"
"10201_287.24_8.9",10201,287.237519863324,8.9466915,"C20H30O"
"10202_302.23_8.9",10202,302.225427198854,8.946755,"C20H31O3"
"10203_359.22_8.9",10203,359.220184114001,8.947033,"C22H32O5"
"10204_419.33_8.9",10204,419.329120935349,8.947033,"C28H44O"
"10205_479.35_8.9",10205,479.349941573238,8.947033,"C32H46O3"
"10206_866.47_8.9",10206,866.470318200327,8.947033,"C46H69NO13"
"10207_871.43_8.9",10207,871.425524138658,8.947033,"C38H60N10O12"
"10208_957.69_8.9",10208,957.692195233758,8.947033,"C64H94O7"
"10209_1046.76_8.9",10209,1046.76159092937,8.947033,"C55H101N9O11"
"1021_193.09_1.9",1021,193.086401905751,1.9042122,"C11H14O4"
"10210_359.22_8.9",10210,359.222082753734,8.947205,"C22H32O5"
"10211_537.36_8.9",10211,537.35543612799,8.947205,"C29H45NO7"
"10212_578.38_8.9",10212,578.381952736121,8.947205,"C34H53NO5"
"10213_957.7_8.9",10213,957.69717136654,8.947205,"C64H94O7"
"10214_1046.77_8.9",10214,1046.7670107974,8.947205,"C64H100O10"
"10215_1051.72_8.9",10215,1051.72265542999,8.947205,"C64H100O10"
"10216_253.2_8.9",10216,253.195909803656,8.947546,"C19H26O"
"10217_477.26_8.9",10217,477.264381424044,8.948547,"C23H30FN5O4"
"10218_441.26_8.9",10218,441.261314266884,8.94891,"C23H29N5O3"
"10219_847.5_8.9",10219,847.496067814848,8.948878,"C45H76O12"
"1022_370.17_1.9",1022,370.171065997007,1.9042755,"C14H24O10"
"10220_175.15_8.9",10220,175.152450305112,8.949493,"C10H22S"
"10221_201.17_8.9",10221,201.168672016734,8.949493,NA
"10222_847.52_8.9",10222,847.515727649537,8.949548,"C45H76O13"
"10223_271.21_8.9",10223,271.206137478923,8.949661,"C19H26O"
"10224_517.39_9",10224,517.389072466782,8.950003,"C32H52O5"
"10225_557.38_9",10225,557.380874021012,8.950003,"C32H54O6"
"10226_731.4_9",10226,731.398036687943,8.950003,"C40H60O13"
"10227_477.27_9",10227,477.272815276651,8.951099,"C24H33N3O6"
"10228_385.24_9",10228,385.237386184476,8.95156,"C24H34O5"
"10229_301.22_9",10229,301.216932275428,8.952924,"C20H30O3"
"1023_375.13_1.9",1023,375.126175513134,1.9042755,"C14H24O10"
"10230_257.23_9",10230,257.230723636109,8.952972,"C16H34OS"
"10231_303.24_9",10231,303.236789963783,8.952972,NA
"10232_477.27_9",10232,477.269313623164,8.952972,"C22H38N4O6"
"10233_147.12_9",10233,147.120414320148,8.953436,"C7H18OSi"
"10234_161.14_9",10234,161.136416046102,8.953436,"C8H20OSi"
"10235_403.26_9",10235,403.257551259501,8.953525,"C20H33F2NO2Si"
"10236_255.21_9",10236,255.211118095009,8.953701,"C19H28O"
"10237_537.35_9",10237,537.352595550807,8.9549265,NA
"10238_1051.72_9",10238,1051.71688164715,8.9549265,"C57H96N8O11"
"10239_506.32_9",10239,506.321749285196,8.955068,"C25H45N3O6"
"1024_146.06_1.9",1024,146.060210877431,1.905646,"C9H7NO"
"10240_271.25_9",10240,271.248598159864,8.957382,NA
"10241_761.46_9",10241,761.459452870315,8.957567,"C41H70O10"
"10242_397.31_9",10242,397.310530126248,8.957894,"C27H42O3"
"10243_445.33_9",10243,445.33183996462,8.957894,"C28H46O5"
"10244_529.35_9",10244,529.352773185835,8.957894,"C32H50O7"
"10245_605.37_9",10245,605.366529355371,8.957894,"C32H54O9"
"10246_684.43_9",10246,684.432183984763,8.957894,"C36H58O11"
"10247_675.43_9",10247,675.426706404491,8.958664,"C35H57FN6O7"
"10248_184.99_9",10248,184.986071938673,8.959667,NA
"10249_439.36_9",10249,439.360076888227,8.960157,"C26H52O4Si"
"1025_465.1_1.9",1025,465.103423044003,1.9058858,"C21H22O13"
"10250_477.26_9",10250,477.261614744423,8.960266,"C28H38O5"
"10251_439.36_9",10251,439.355160412262,8.961172,"C30H48O3"
"10252_139.99_9",10252,139.991274669208,8.961386,"C3H5ClFNO3"
"10253_184.99_9",10253,184.990034867384,8.961386,NA
"10254_441.22_9",10254,441.215330344523,8.961386,"C17H34BN3O7"
"10255_149.13_9",10255,149.132893051155,8.96203,"C11H18O"
"10256_315.2_9",10256,315.19589056807,8.962489,"C20H26O3"
"10257_493.34_9",10257,493.340933404661,8.963725,"C31H46N2O4"
"10258_301.22_9",10258,301.218194876224,8.963775,"C20H30O3"
"10259_657.4_9",10259,657.397328130463,8.964112,"C38H58O10"
"1026_177.05_1.9",1026,177.054906850123,1.9074818,"C10H10O4"
"10260_315.2_9",10260,315.197519526745,8.964172,"C20H26O3"
"10261_577.35_9",10261,577.353035032686,8.964355,"C36H50O7"
"10263_467.34_9",10263,467.336402661872,8.964525,"C27H48O7"
"10264_600.42_9",10264,600.41874381231,8.964667,"C38H55N3O4"
"10265_149.14_9",10265,149.136150958257,8.965313,NA
"10266_181.02_9",10266,181.015136893373,8.965373,"C4H6N4OS"
"10267_173.13_9",10267,173.132944721745,8.965537,"C13H18O"
"10268_411.36_9",10268,411.362909131327,8.96557,"C29H46O"
"10269_758.57_9",10269,758.57236017782,8.9655485,"C42H80NO8P"
"1027_595.14_1.9",1027,595.144647781947,1.9087365,"C30H28O14"
"10270_317.21_9",10270,317.213242787075,8.965785,"C17H31FO5"
"10271_475.38_9",10271,475.378838476907,8.965807,"C30H52O5"
"10272_511.34_9",10272,511.342200210735,8.965807,"C32H48O6"
"10273_571.36_9",10273,571.36312653615,8.965807,"C34H52O8"
"10274_589.37_9",10274,589.373180734682,8.965807,"C34H54O9"
"10275_689.39_9",10275,689.387407469205,8.965807,"C36H58O11"
"10276_441.21_9",10276,441.205788082078,8.966227,"C22H22FN5O3"
"10277_849.53_9",10277,849.53081834082,8.96693,"C43H69N5O11"
"10278_439.36_9",10278,439.357919928063,8.967415,"C30H48O3"
"10279_184.99_9",10279,184.986754561921,8.96752,NA
"1028_354.18_1.9",1028,354.17625968399,1.9106424,"C19H23F2N3"
"10280_257.23_9",10280,257.232403962394,8.969272,"C13H25N3O"
"10281_303.24_9",10281,303.238913884114,8.969272,NA
"10282_577.36_9",10282,577.363493188742,8.969272,NA
"10283_255.21_9",10283,255.212279527008,8.969507,"C16H29FO2"
"10284_825.45_9",10284,825.45370037502,8.969679,"C41H71O13P"
"10285_493.33_9",10285,493.330198834221,8.97046,"C32H46O5"
"10286_191.18_9",10286,191.179971775806,8.971262,"C14H24O"
"10287_600.41_9",10287,600.410989920349,8.971264,"C30H59NO9"
"10288_435.34_9",10288,435.336744115058,8.971613,"C24H48N2O2"
"10289_441.27_9",10289,441.272233264115,8.971613,"C21H38N4O7"
"1029_163.04_1.9",1029,163.039021651532,1.9112217,"C9H8O4"
"10290_453.35_9",10290,453.347492787393,8.971613,NA
"10291_471.36_9",10291,471.358625469854,8.971613,NA
"10292_488.39_9",10292,488.385496032711,8.971613,NA
"10293_756.56_9",10293,756.558076465082,8.971679,"C42H78NO8P"
"10294_257.23_9",10294,257.226866299533,8.971747,"C19H30O"
"10295_139.99_9",10295,139.988310285777,8.971837,NA
"10296_267.21_9",10296,267.211113903782,8.971992,"C20H28O"
"10297_289.22_9",10297,289.217164870557,8.972093,"C19H28O2"
"10298_583.41_9",10298,583.414137799836,8.972109,"C40H56O4"
"10299_267.21_9",10299,267.212482562248,8.972253,"C20H28O"
"103_158.96_0.5",103,158.961649446492,0.45970786,NA
"1030_360.13_1.9",1030,360.12877565784,1.9112217,"C15H18O9"
"10300_849.52_9",10300,849.516951646711,8.972253,"C51H70N4O8"
"10301_271.21_9",10301,271.207334319386,8.972533,"C19H28O2"
"10302_137.13_9",10302,137.132778311158,8.972661,"C10H18O"
"10303_175.15_9",10303,175.148523232958,8.972661,"C13H20O"
"10304_409.24_9",10304,409.235194668672,8.972947,"C24H34O4"
"10305_441.21_9",10305,441.207522898706,8.972963,"C22H31FN4O2"
"10306_177.06_9",10306,177.056043271265,8.973031,"C7H11FO5"
"10307_259.21_9",10307,259.207424957929,8.973339,"C18H28O2"
"10308_405.35_9",10308,405.351946444637,8.973401,"C30H46O"
"10309_441.37_9",10309,441.3732868389,8.973401,"C30H50O3"
"1031_343.1_1.9",1031,343.102385408542,1.9113963,"C15H18O9"
"10310_1001.78_9",10310,1001.78109243417,8.973401,"C57H108O13"
"10311_671.38_9",10311,671.377157341791,8.973717,"C36H56O10"
"10312_257.23_9",10312,257.227933280017,8.973924,"C19H30O"
"10313_600.42_9",10313,600.420409386709,8.974057,"C38H59NO2"
"10314_303.23_9",10314,303.23242777406,8.974573,"C20H32O3"
"10315_435.33_9",10315,435.325528289166,8.974782,"C30H44O3"
"10316_433.24_9",10316,433.243058995935,8.974836,"C20H34N4O5"
"10317_285.22_9",10317,285.221785020519,8.97619,"C20H30O2"
"10318_443.17_9",10318,443.173490139836,8.976514,"C20H28N4O4S"
"10319_159.12_9",10319,159.119610824859,8.976674,"C8H20O2Si"
"1032_388.16_1.9",1032,388.160053308138,1.9113963,"C17H22O9"
"10320_161.14_9",10320,161.135284335941,8.976674,"C8H20OSi"
"10321_173.14_9",10321,173.135537875893,8.976674,"C9H22O2Si"
"10322_187.15_9",10322,187.15137542288,8.976674,"C10H24O2Si"
"10323_267.22_9",10323,267.215383356578,8.976674,"C17H32OS"
"10324_269.23_9",10324,269.230947324565,8.976674,"C17H34OS"
"10325_387.26_9",10325,387.259072777367,8.976674,NA
"10326_403.25_9",10326,403.254780726434,8.976674,"C18H35FN4O3Si"
"10327_425.24_9",10327,425.236966801827,8.976674,"C21H30F2N4O3"
"10328_443.18_9",10328,443.18058705914,8.976674,"C18H32N2O8"
"10329_285.23_9",10329,285.228149029171,8.9771595,"C12H30N4O2"
"1033_802.11_1.9",1033,802.109941936804,1.9117401,"C34H24O22"
"10330_409.24_9",10330,409.244704096059,8.977178,"C20H34N4O6"
"10331_573.49_9",10331,573.491986760996,8.977237,"C34H70O5S"
"10332_671.46_9",10332,671.462332474709,8.977786,"C42H64O5"
"10333_189.08_9",10333,189.075128696221,8.978628,"C8H14O6"
"10334_285.22_9",10334,285.223113530917,8.978835,"C17H29FO2"
"10335_385.24_9",10335,385.239564443008,8.9801655,"C21H35FO6"
"10336_409.24_9",10336,409.237588736992,8.9801655,"C22H34N4O"
"10337_441.26_9",10337,441.263789020762,8.9801655,"C28H29N3O"
"10338_751.35_9",10338,751.350303106907,8.980158,"C36H56O15"
"10339_759.45_9",10339,759.447203277388,8.980453,"C31H58N12O10"
"1034_470.16_1.9",1034,470.164115937374,1.9120795,"C26H20N4O2S"
"10340_469.33_9",10340,469.332010258963,8.980727,"C30H46O5"
"10341_201.16_9",10341,201.164076207822,8.980915,"C15H22O"
"10342_269.23_9",10342,269.232826672072,8.98112,NA
"10343_387.26_9",10343,387.2618080928,8.98112,NA
"10344_303.23_9",10344,303.233562879077,8.981313,"C20H32O3"
"10345_780.55_9",10345,780.554724626644,8.981273,"C42H80NO8P"
"10346_673.41_9",10346,673.410449504014,8.981487,"C40H58O7"
"10347_367.26_9",10347,367.263645822915,8.981608,"C25H36O3"
"10348_387.25_9",10348,387.253065826891,8.981947,"C24H36O5"
"10349_600.42_9",10349,600.417090726248,8.981938,"C38H55N3O4"
"1035_448.18_1.9",1035,448.181574916059,1.9153166,"C19H26O11"
"10350_135.12_9",10350,135.117141526462,8.98203,"C10H16O"
"10351_269.23_9",10351,269.226763240093,8.982708,"C20H30O"
"10352_545.37_9",10352,545.367549424753,8.982695,"C29H54O10"
"10353_451.32_9",10353,451.321964667086,8.983877,"C30H44O4"
"10354_963.67_9",10354,963.671376650359,8.984245,NA
