"feature_id_full","feature_id","feature_mz","feature_rt","sirius_molecularformula"
"13291_465.36_10.7",13291,465.358431805156,10.664987,"C28H50O6"
"13292_602.43_10.7",13292,602.426828553652,10.664987,"C32H56O9"
"13293_607.38_10.7",13293,607.382533180831,10.664987,"C32H56O9"
"13294_630.46_10.7",13294,630.458219262685,10.664987,"C35H61N5O6"
"13295_633.4_10.7",13295,633.398599224388,10.664987,"C36H58O10"
"13296_273.26_10.7",13296,273.25814308443,10.666103,"C20H34O"
"13297_387.26_10.7",13297,387.262007539228,10.66646,NA
"13298_983.63_10.7",13298,983.627082088662,10.666607,"C45H82N12O12"
"13299_403.26_10.7",13299,403.258506612205,10.667746,NA
"133_226.13_0.5",133,226.128797776928,0.47179696,"C8H16O6"
"1330_139.04_2.2",1330,139.039124101666,2.1502488,"C7H8O4"
"13300_403.25_10.7",13300,403.248577028607,10.667867,"C24H36O6"
"13301_131.09_10.7",13301,131.085967065108,10.668957,"C10H12O"
"13302_273.22_10.7",13302,273.221757675984,10.669623,"C19H28O"
"13303_711.47_10.7",13303,711.466650828055,10.672921,"C35H59N5O9"
"13304_561.38_10.7",13304,561.375498102347,10.673651,"C31H54O7"
"13305_425.38_10.7",13305,425.377912212368,10.674738,"C30H48O"
"13306_699.5_10.7",13306,699.497393917826,10.676639,"C44H68O5"
"13307_313.22_10.7",13307,313.222528914694,10.677201,"C13H30N4O3"
"13308_173.14_10.7",13308,173.136387315438,10.679188,"C10H22OS"
"13309_479.39_10.7",13309,479.389279999262,10.682893,"C33H52O3"
"1331_199.1_2.2",1331,199.096700037641,2.1526206,"C10H14O4"
"13310_537.39_10.7",13310,537.392145759432,10.682893,"C31H45N5O2"
"13311_1061.66_10.7",13311,1061.6594081223,10.683388,"C51H89N5O17"
"13312_847.5_10.7",13312,847.498314568961,10.684819,"C45H76O12"
"13313_888.68_10.7",13313,888.677804786566,10.686523,NA
"13314_443.25_10.7",13314,443.25081746268,10.686866,"C20H36N4O8"
"13316_847.52_10.7",13316,847.51553788216,10.686866,"C45H76O13"
"13318_409.24_10.7",13318,409.244203166995,10.689233,"C19H38O10"
"13319_855.51_10.7",13319,855.506482074154,10.691375,"C43H76O15"
"1332_388.16_2.2",1332,388.159897707963,2.15432,"C17H22O9"
"13320_437.34_10.7",13320,437.341974289738,10.693379,"C30H46O3"
"13322_854.58_10.7",13322,854.578023753577,10.696338,NA
"13323_287.24_10.7",13323,287.243487111393,10.697214,NA
"13324_855.58_10.7",13324,855.577945701229,10.698596,NA
"13325_551.39_10.7",13325,551.39181218604,10.70139,"C28H50N6O5"
"13326_573.47_10.7",13326,573.466387208516,10.704161,"C40H62O3"
"13327_631.47_10.7",13327,631.470029619809,10.704161,"C40H64O4"
"13328_591.39_10.7",13328,591.389392447194,10.704656,"C34H54O8"
"13329_611.47_10.7",13329,611.467832829953,10.704656,"C37H64O5"
"1333_505.23_2.2",1333,505.22568134964,2.1557717,"C21H38O12"
"13330_646.5_10.7",13330,646.504455294851,10.704656,"C39H64O6"
"13331_703.49_10.7",13331,703.490906756655,10.704656,"C43H68O6"
"13332_269.23_10.7",13332,269.233033018729,10.706541,NA
"13334_519.38_10.7",13334,519.382887223,10.708593,"C35H50O3"
"13335_594.62_10.7",13335,594.619097826679,10.709051,"C39H81NO3"
"13336_689.5_10.7",13336,689.496402512288,10.709459,NA
"13337_605.46_10.7",13337,605.457254464466,10.709585,"C40H62O5"
"13338_826.56_10.7",13338,826.564644498093,10.710739,"C41H72N6O10"
"13339_831.52_10.7",13339,831.521263032314,10.713287,"C47H74O12"
"1334_595.17_2.2",1334,595.166036721464,2.1559334,"C27H32O16"
"13340_299.2_10.7",13340,299.200853065407,10.71373,"C20H28O3"
"13341_869.56_10.7",13341,869.558403270671,10.714544,"C43H73N5O12"
"13342_651.46_10.7",13342,651.45965767232,10.715012,"C39H64O6"
"13343_217.16_10.7",13343,217.159071303261,10.715193,"C15H22O2"
"13344_555.4_10.7",13344,555.402298670242,10.715193,"C33H56O5"
"13345_793.49_10.7",13345,793.485330574384,10.715483,"C45H70O10"
"13346_387.26_10.7",13346,387.26293511715,10.715867,"C20H33F2NOSi"
"13347_455.29_10.7",13347,455.291502152961,10.716507,"C27H38N2O4"
"13348_556.47_10.7",13348,556.471933128515,10.716507,"C36H58O3"
"13349_691.55_10.7",13349,691.549108810772,10.717371,NA
"1335_469.13_2.2",1335,469.132101849706,2.1580544,"C19H26O12"
"13350_567.38_10.7",13350,567.381705337152,10.722207,"C39H52O4"
"13351_269.23_10.7",13351,269.225399992655,10.723704,"C20H30O"
"13352_579.36_10.7",13352,579.363048962258,10.723704,"C34H52O6"
"13353_602.44_10.7",13353,602.439350890728,10.723704,NA
"13354_770.7_10.7",13354,770.70307918884,10.725445,"C50H93NO5"
"13355_826.55_10.7",13355,826.546873131371,10.72555,"C48H77NO11"
"13356_451.32_10.7",13356,451.320812022759,10.725787,"C30H44O4"
"13357_831.5_10.7",13357,831.50091729361,10.726826,"C45H76O11"
"13358_387.25_10.7",13358,387.253581380845,10.727446,"C24H36O5"
"13359_391.36_10.7",13359,391.356904669568,10.727974,"C26H48O3"
"1336_199.99_2.2",1336,199.988196637501,2.158591,"C5H4Cl2O3"
"13360_433.31_10.7",13360,433.310495608947,10.7290535,"C30H42O3"
"13361_409.37_10.7",13361,409.367635962818,10.72916,"C26H48O3"
"13362_431.35_10.7",13362,431.349697952847,10.72916,NA
"13363_853.56_10.7",13363,853.563255239017,10.730415,"C43H78N6O12"
"13364_669.49_10.7",13364,669.488718821399,10.731817,"C45H66O5"
"13365_687.5_10.7",13365,687.499191960513,10.731817,"C43H68O5"
"13366_449.31_10.7",13366,449.30545510461,10.73234,"C30H42O4"
"13367_705.51_10.7",13367,705.507130669239,10.736499,"C43H70O6"
"13368_539.39_10.7",13368,539.391543385868,10.737536,"C27H47N5O5"
"13369_989.6_10.7",13369,989.600622550251,10.739325,NA
"1337_464.18_2.2",1337,464.176698947236,2.159663,"C19H26O12"
"13370_1096.7_10.7",13370,1096.69715376402,10.739325,"C62H97NO15"
"13371_1101.65_10.7",13371,1101.65266855065,10.739325,NA
"13372_519.4_10.7",13372,519.403245239792,10.740568,"C32H54O5"
"13373_563.43_10.7",13373,563.428307629926,10.740715,"C30H51N5O4"
"13374_643.43_10.7",13374,643.434165795681,10.7416,"C40H60O5"
"13375_743.45_10.7",13375,743.449764752704,10.742012,"C41H68O9"
"13376_727.47_10.7",13376,727.472223335057,10.742254,"C37H64N6O7"
"13377_928.6_10.7",13377,928.599005441944,10.743311,"C45H78N6O13"
"13378_933.55_10.7",13378,933.553915653987,10.743632,"C51H80O15"
"13379_743.47_10.7",13379,743.465993036749,10.7437105,"C38H63NO12"
"1338_197.08_2.2",1338,197.081005639153,2.1625862,"C10H14O5"
"13380_621.4_10.7",13380,621.397253665357,10.745463,"C33H58O9"
"13381_439.36_10.7",13381,439.357906926642,10.747575,"C30H48O3"
"13383_514.33_10.7",13383,514.328867411975,10.748121,"C32H45NO3"
"13384_752.53_10.8",13384,752.527205086956,10.750408,"C39H65N11O4"
"13385_861.53_10.8",13385,861.531690235949,10.750461,"C47H74N4O9"
"13386_338.34_10.8",13386,338.343111129004,10.752471,"C22H40O"
"13387_595.38_10.8",13387,595.380987341636,10.753379,"C31H56O9"
"13389_568.43_10.8",13389,568.426265294395,10.754268,NA
"1339_404.19_2.2",1339,404.191518481273,2.162613,"C17H27N5O5"
"13390_338.35_10.8",13390,338.349328195815,10.754514,NA
"13391_338.34_10.8",13391,338.341539175814,10.755649,"C22H40O"
"13392_135.12_10.8",13392,135.1167950023,10.756011,"C10H16O"
"13393_221.12_10.8",13393,221.117158431928,10.756011,"C13H18O4"
"13394_233.12_10.8",13394,233.117137886565,10.756011,"C14H18O4"
"13395_473.3_10.8",13395,473.302401624069,10.756011,"C30H42O3"
"13396_923.61_10.8",13396,923.614912845184,10.756011,"C60H84O6"
"13397_338.35_10.8",13397,338.351014012369,10.756139,NA
"13398_726.53_10.8",13398,726.531591273736,10.756117,"C44H68O7"
"13399_747.63_10.8",13399,747.627553809487,10.757172,"C50H84O5"
"134_846.31_0.5",134,846.308879589857,0.4721677,"C35H49N7O16"
"1340_167.07_2.2",1340,167.070457908101,2.1651251,"C9H12O4"
"13400_495.26_10.8",13400,495.264195727557,10.759626,"C24H35N3O5S"
"13401_429.34_10.8",13401,429.337510801482,10.760326,"C28H44O3"
"13402_489.36_10.8",13402,489.358449587741,10.760326,"C30H50O6"
"13403_203.18_10.8",13403,203.179518820352,10.76313,"C15H24O"
"13404_897.52_10.8",13404,897.515085840651,10.76316,NA
"13405_1000.79_10.8",13405,1000.78756542874,10.763216,"C53H109NO15"
"13406_1135.75_10.8",13406,1135.74860055291,10.763915,NA
"13407_727.46_10.8",13407,727.45533492921,10.763979,"C42H60N6O6"
"13408_551.33_10.8",13408,551.327759667788,10.764312,"C36H39NO3"
"13409_317.21_10.8",13409,317.21100173781,10.765257,"C20H30O4"
"1341_398.2_2.2",1341,398.202629317804,2.1654298,"C16H28O10"
"13410_173.13_10.8",13410,173.132523309485,10.766416,"C13H18O"
"13411_685.44_10.8",13411,685.435321604185,10.767229,"C30H56N10O8"
"13412_173.14_10.8",13412,173.136421005483,10.768641,"C10H22OS"
"13413_409.24_10.8",13413,409.24406325006,10.768641,"C20H34N4O6"
"13414_722.51_10.8",13414,722.514572521741,10.768641,NA
"13415_722.5_10.8",13415,722.500242153921,10.769123,"C44H64O7"
"13416_708.51_10.8",13416,708.510758483118,10.7700205,"C46H62N2O3"
"13417_607.39_10.8",13417,607.390762206768,10.770996,"C38H55O4P"
"13418_892.56_10.8",13418,892.558980284422,10.771073,"C51H75N5O7"
"13419_685.45_10.8",13419,685.451747528653,10.77454,NA
"1342_403.16_2.2",1342,403.15794206733,2.1654298,"C16H28O10"
"13420_651.41_10.8",13420,651.409988339986,10.776184,"C36H58O10"
"13421_680.48_10.8",13421,680.480126245411,10.776782,"C44H58N2O3"
"13422_1347.89_10.8",13422,1347.88589924037,10.778183,NA
"13423_923.53_10.8",13423,923.531269703404,10.778983,"C47H80O16"
"13424_663.45_10.8",13424,663.453191675024,10.77998,"C31H60N8O6"
"13425_301.22_10.8",13425,301.216474779541,10.781508,"C20H30O3"
"13426_431.35_10.8",13426,431.353017657428,10.784099,"C28H46O3"
"13427_639.41_10.8",13427,639.407905988396,10.784971,"C35H60O11"
"13428_217.16_10.8",13428,217.158636434024,10.786892,"C15H22O2"
"13429_495.38_10.8",13429,495.382775958517,10.786892,"C33H50O3"
"1343_251.1_2.2",1343,251.102455601792,2.1661608,"C12H11NO4"
"13430_918.58_10.8",13430,918.575034292307,10.786893,"C54H79NO11"
"13431_984.65_10.8",13431,984.645112398602,10.786893,"C50H95N3O13"
"13432_1370.95_10.8",13432,1370.95447503583,10.787632,NA
"13433_271.21_10.8",13433,271.205756630719,10.789476,"C19H28O2"
"13434_495.28_10.8",13434,495.277656229403,10.790368,"C28H35N3O2S"
"13435_708.53_10.8",13435,708.527608392121,10.793328,NA
"13436_1347.88_10.8",13436,1347.88112484862,10.79357,NA
"13437_1343.93_10.8",13437,1343.92959319831,10.793845,NA
"13438_1175.68_10.8",13438,1175.68375326702,10.794295,"C73H94N2O11"
"13439_962.6_10.8",13439,962.60204041912,10.794802,"C46H76N10O11"
"1344_273.08_2.2",1344,273.084415745809,2.1661608,"C12H14N2O4"
"13440_964.62_10.8",13440,964.615822974476,10.794802,"C49H83N9O9"
"13441_969.57_10.8",13441,969.57233942826,10.794802,"C49H86O17"
"13442_551.34_10.8",13442,551.341085502345,10.796306,"C26H48N4O7"
"13443_551.39_10.8",13443,551.390992032385,10.796993,"C28H50N6O5"
"13444_625.47_10.8",13444,625.465355849495,10.799033,NA
"13445_634.45_10.8",13445,634.452350463252,10.800758,"C33H60O10"
"13446_495.27_10.8",13446,495.266083399597,10.800897,"C30H39O4P"
"13447_1371.96_10.8",13447,1371.96262419125,10.80204,NA
"13448_607.41_10.8",13448,607.405335783287,10.803218,"C30H56N4O7"
"13449_758.57_10.8",13449,758.56910380546,10.803745,"C42H80NO8P"
"1345_151.04_2.2",1345,151.039111330469,2.1666272,"C8H8O4"
"13450_1342.93_10.8",13450,1342.92717075283,10.805338,NA
"13451_1342.96_10.8",13451,1342.95897648059,10.806181,NA
"13452_255.21_10.8",13452,255.210959418739,10.806391,"C19H28O"
"13453_663.47_10.8",13453,663.468844565305,10.808165,"C36H62N4O7"
"13454_680.5_10.8",13454,680.496275206718,10.808165,"C36H71N3O6"
"13455_301.22_10.8",13455,301.223585816529,10.808289,NA
"13456_792.56_10.8",13456,792.56094220543,10.808675,"C43H79NO10"
"13457_1325.9_10.8",13457,1325.90068232404,10.808835,"C73H128O20"
"13458_335.26_10.8",13458,335.256785876097,10.809508,"C21H34O3"
"13459_585.45_10.8",13459,585.450702124909,10.809756,"C35H62O5"
"1346_356.15_2.2",1346,356.149540073103,2.167811,"C13H26NO8P"
"13460_769.49_10.8",13460,769.48518043377,10.809956,"C43H70O10"
"13461_959.59_10.8",13461,959.591939145482,10.810159,"C45H80N10O11"
"13462_764.53_10.8",13462,764.529715266013,10.810486,"C43H70O10"
"13463_1326.9_10.8",13463,1326.90432143675,10.810602,"C72H121N9O12"
"13464_769.5_10.8",13464,769.502777945437,10.810682,NA
"13465_954.64_10.8",13465,954.636407717308,10.811141,NA
"13466_1370.96_10.8",13466,1370.95904527749,10.811121,NA
"13467_335.26_10.8",13467,335.257879562328,10.811595,"C21H34O3"
"13468_567.44_10.8",13468,567.440484358783,10.811877,"C37H60O5"
"13469_613.5_10.8",13469,613.496112613522,10.812433,NA
"1347_195.16_2.2",1347,195.162251211763,2.1688652,"C12H22NO2"
"13470_954.61_10.8",13470,954.613397626175,10.812453,"C47H80N6O13"
"13471_680.55_10.8",13471,680.545769196455,10.812561,"C40H70O7"
"13472_1348.89_10.8",13472,1348.88587534682,10.812733,"C71H117N11O14"
"13473_613.48_10.8",13473,613.482420014717,10.81371,"C37H66O5"
"13474_307.23_10.8",13474,307.226190312752,10.814255,"C19H30O3"
"13475_551.33_10.8",13475,551.328060549933,10.814423,"C34H47O4P"
"13476_255.21_10.8",13476,255.209719122607,10.815067,"C19H28O"
"13477_335.27_10.8",13477,335.265468476791,10.816115,"C14H38N4OSi2"
"13478_663.45_10.8",13478,663.453084975928,10.8162365,"C31H60N8O6"
"13479_607.39_10.8",13479,607.390932975701,10.816554,"C38H55O4P"
"1348_144.08_2.2",1348,144.080948301187,2.1694617,"C10H11NO"
"13480_601.42_10.8",13480,601.424075645766,10.817271,"C40H56O4"
"13481_982.64_10.8",13481,982.644741972274,10.81739,NA
"13482_595.47_10.8",13482,595.471674950643,10.817699,"C39H64O5"
"13483_945.55_10.8",13483,945.547183607744,10.817999,"C54H78N2O13"
"13484_793.53_10.8",13484,793.526938712529,10.818528,"C41H69N5O7S"
"13485_582.49_10.8",13485,582.487623776726,10.819261,"C38H65NO4"
"13486_708.51_10.8",13486,708.510840407632,10.8193445,"C35H65N9O6"
"13487_467.41_10.8",13487,467.406073223014,10.819703,"C25H52N6O3"
"13488_287.24_10.8",13488,287.237007769775,10.82114,"C20H30O"
"13489_603.44_10.8",13489,603.440990195485,10.82114,"C40H60O5"
"1349_307.18_2.2",1349,307.176555497233,2.169478,"C15H19N3O3"
"13490_959.57_10.8",13490,959.568917935621,10.822507,"C51H84O15"
"13491_692.51_10.8",13491,692.509141315445,10.824325,"C40H66O8"
"13492_1103.67_10.8",13492,1103.66805129206,10.826483,NA
"13493_680.48_10.8",13493,680.480056273024,10.827058,"C32H62N4O10"
"13494_808.54_10.8",13494,808.536407647095,10.827938,"C42H75N5O11"
"13495_793.55_10.8",13495,793.545355637411,10.828507,NA
"13496_589.44_10.8",13496,589.442579456762,10.829604,NA
"13497_495.27_10.8",13497,495.26518689524,10.830181,"C20H40N4O11"
"13498_829.48_10.8",13498,829.482479887596,10.830898,"C45H74O11"
"13499_385.24_10.8",13499,385.23797287409,10.831017,"C24H34O5"
"135_1008.36_0.5",135,1008.36273522724,0.47297862,"C36H62O31"
"1350_435.04_2.2",1350,435.040529618691,2.1707075,"C15H16N4O6S2"
"13500_1342.93_10.8",13500,1342.93336710573,10.831894,"C85H121N7O5"
"13501_1059.64_10.8",13501,1059.64298212774,10.833455,"C52H88N10O14"
"13502_940.59_10.8",13502,940.591360471742,10.833817,NA
"13503_864.56_10.8",13503,864.564999990741,10.834403,"C51H77NO10"
"13504_869.52_10.8",13504,869.520797951453,10.834403,"C41H82O16"
"13505_447.26_10.8",13505,447.262642840066,10.834777,"C20H40N4O6S"
"13506_833.52_10.8",13506,833.517573513525,10.834777,"C51H65N3O6"
"13507_267.21_10.8",13507,267.211267089338,10.834976,"C20H28O"
"13508_1135.75_10.8",13508,1135.74901266719,10.835056,NA
"13509_285.22_10.8",13509,285.221885022412,10.835227,"C20H28O"
"1351_141.05_2.2",1351,141.054831030319,2.1719258,"C7H10O4"
"13510_403.25_10.8",13510,403.248765691591,10.835227,"C24H36O6"
"13511_443.24_10.8",13511,443.241420201448,10.835227,"C24H36O6"
"13512_824.53_10.8",13512,824.531668782332,10.835227,"C48H75NO11"
"13513_1325.94_10.8",13513,1325.93736751495,10.835432,NA
"13514_301.22_10.8",13514,301.215050681232,10.836684,"C20H30O3"
"13515_303.23_10.8",13515,303.231991821827,10.836986,"C20H30O2"
"13516_824.55_10.8",13516,824.549624518185,10.837567,NA
"13517_831.52_10.8",13517,831.517952900007,10.837567,"C50H68N6O6"
"13519_829.49_10.8",13519,829.486872118491,10.838476,"C45H74O11"
"1352_1155.28_2.2",1352,1155.27772613874,2.1738153,NA
"13520_267.22_10.8",13520,267.217022094662,10.838726,"C12H28N4O"
"13521_443.25_10.8",13521,443.25087622242,10.838726,"C19H40O12"
"13522_829.5_10.8",13522,829.504589317165,10.838726,"C40H74N2O14"
"13523_570.44_10.8",13523,570.435193102735,10.840166,"C32H56O7"
"13524_892.56_10.8",13524,892.558555779829,10.842316,"C50H79NO11"
"13525_897.52_10.8",13525,897.515126907771,10.842316,NA
"13526_1098.71_10.8",13526,1098.71262067229,10.842316,"C59H101N3O14"
"13527_221.12_10.8",13527,221.117191095496,10.842948,"C13H18O4"
"13528_233.12_10.8",13528,233.117170936277,10.842948,"C14H18O4"
"13529_451.32_10.8",13529,451.320362748008,10.842948,"C30H44O4"
"1353_643.15_2.2",1353,643.15070517686,2.1746402,"C27H30O18"
"13530_473.3_10.8",13530,473.302568349641,10.842948,"C30H42O3"
"13531_514.33_10.8",13531,514.328946311466,10.842948,"C32H45NO3"
"13532_689.62_10.8",13532,689.624397892839,10.844182,"C48H82O3"
"13533_945.53_10.8",13533,945.526387014357,10.845098,"C55H74N2O10"
"13534_736.54_10.8",13534,736.543630544647,10.846116,"C48H66N2O3"
"13535_688.46_10.8",13535,688.462571312453,10.846748,"C36H62O11"
"13536_407.37_10.9",13536,407.368025906413,10.852084,"C30H48O"
"13537_742.67_10.9",13537,742.672024348517,10.852084,"C48H84O4"
"13538_173.13_10.9",13538,173.132857513254,10.853433,"C13H18O"
"13539_124.09_10.9",13539,124.087143801316,10.854555,"C6H11N3O"
"1354_399.02_2.2",1354,399.01870824376,2.1751337,"C15H12N4O4S2"
"13540_693.42_10.9",13540,693.417986843986,10.854668,"C38H60O11"
"13541_431.35_10.9",13541,431.352850351815,10.85548,"C28H46O3"
"13542_685.45_10.9",13542,685.45137902286,10.855538,NA
"13543_734.47_10.9",13543,734.468799629474,10.856842,"C41H65N3O7"
"13544_918.58_10.9",13544,918.575596607964,10.85812,"C54H79NO11"
"13545_923.53_10.9",13545,923.531494203923,10.85812,"C47H80O16"
"13546_643.43_10.9",13546,643.433889316909,10.858753,"C40H60O5"
"13547_803.56_10.9",13547,803.563605605699,10.859783,"C38H71N7O10"
"13548_685.44_10.9",13548,685.435285934546,10.8631315,"C30H56N10O8"
"13549_549.38_10.9",13549,549.37921174084,10.863382,"C32H54O8"
"1355_458.06_2.2",1355,458.056158057683,2.1751337,"C16H19N4O9S2"
"13550_716.5_10.9",13550,716.495026055079,10.863382,"C37H67N5O7"
"13551_739.42_10.9",13551,739.424139177236,10.864754,"C37H64O13"
"13552_964.62_10.9",13552,964.617331914281,10.866024,"C49H83N9O9"
"13553_568.43_10.9",13553,568.426216947095,10.866378,NA
"13554_813.49_10.9",13554,813.491766443758,10.866438,"C45H74O10"
"13555_301.22_10.9",13555,301.222325386153,10.867921,"C17H34O3S"
"13556_770.7_10.9",13556,770.703297824559,10.867942,"C48H93NO4"
"13557_593.42_10.9",13557,593.416545731884,10.869021,NA
"13558_523.4_10.9",13558,523.397171831544,10.870091,"C31H56O7"
"13559_575.39_10.9",13559,575.391162644153,10.871935,"C32H56O7"
"1356_193.05_2.2",1356,193.049820780829,2.1756294,"C10H10O5"
"13560_1343.93_10.9",13560,1343.93493728526,10.873085,NA
"13561_969.57_10.9",13561,969.572582918265,10.87393,"C49H86O17"
"13562_811.48_10.9",13562,811.476493520876,10.87438,"C45H72O10"
"13563_706.5_10.9",13563,706.496506024499,10.875534,"C46H69NO2"
"13564_257.23_10.9",13564,257.226508304739,10.876627,"C19H30O"
"13565_737.55_10.9",13565,737.553269619912,10.878011,NA
"13566_779.45_10.9",13566,779.454523759937,10.878456,"C42H66O13"
"13567_144.98_10.9",13567,144.982197431279,10.880508,NA
"13568_815.51_10.9",13568,815.506132336664,10.882326,"C46H68N6O8"
"13569_338.34_10.9",13569,338.341850136102,10.882706,"C22H40O"
"1357_180.1_2.2",1357,180.101993813111,2.1758566,"C10H10O2"
"13570_826.54_10.9",13570,826.544452243055,10.882774,"C48H77NO11"
"13571_831.5_10.9",13571,831.499435563399,10.882774,"C45H76O11"
"13572_389.27_10.9",13572,389.269107928089,10.882983,"C24H38O5"
"13573_217.2_10.9",13573,217.195250965495,10.885069,"C16H26O"
"13574_643.46_10.9",13574,643.455735590234,10.885951,"C37H64O7"
"13575_273.26_10.9",13575,273.256583699458,10.886458,"C20H34O"
"13576_429.34_10.9",13576,429.337305733614,10.887127,"C28H44O3"
"13577_489.36_10.9",13577,489.358379735575,10.887127,"C30H50O6"
"13578_774.5_10.9",13578,774.500234097135,10.887127,"C40H68O13"
"13579_581.4_10.9",13579,581.401736158249,10.887147,"C31H58O8"
"1358_449.16_2.2",1358,449.163128217676,2.1762774,"C17H30O12"
"13580_678.49_10.9",13580,678.493706923642,10.887881,"C39H69NO9"
"13581_895.57_10.9",13581,895.573915629318,10.88898,"C45H75N5O12"
"13582_147.12_10.9",13582,147.116751615591,10.889737,NA
"13583_203.18_10.9",13583,203.179370242791,10.889737,"C15H24O"
"13584_273.26_10.9",13584,273.264151875376,10.889895,NA
"13585_747.63_10.9",13585,747.627331595369,10.891711,"C50H84O5"
"13586_778.54_10.9",13586,778.53761474082,10.892348,"C44H76NO8P"
"13587_273.26_10.9",13587,273.257859873544,10.893909,"C20H34O"
"13588_287.24_10.9",13588,287.244068693919,10.895442,"C14H32N4O3"
"13589_163.1_10.9",13589,163.097790538883,10.897405,"C8H12N4O"
"1359_211.06_2.2",1359,211.060180585097,2.176362,"C10H10O5"
"13590_219.17_10.9",13590,219.174284233044,10.897658,"C15H24O2"
"13591_485.46_10.9",13591,485.456693436273,10.900263,"C30H62O5"
"13592_271.24_10.9",13592,271.24244948269,10.900565,"C20H32O"
"13593_729.47_10.9",13593,729.470697635996,10.900565,"C41H70O8"
"13594_729.47_10.9",13594,729.467169980736,10.902369,"C41H61NO9"
"13595_885.55_10.9",13595,885.549035936794,10.9031,"C55H74N4O7"
"13596_645.45_10.9",13596,645.449542565815,10.903139,"C40H62O5"
"13597_724.52_10.9",13597,724.515188139769,10.903965,"C44H66O7"
"13598_752.55_10.9",13598,752.546390931336,10.903965,"C46H75NO8"
"13599_1059.64_10.9",13599,1059.64307226009,10.904888,"C52H88N10O14"
"136_130.09_0.5",136,130.086552948434,0.47462574,"C6H8O2"
"1360_229.07_2.2",1360,229.0708361195,2.176362,"C10H12O6"
"13600_435.33_10.9",13600,435.32587866733,10.906345,"C30H44O3"
"13601_146.98_10.9",13601,146.980367628578,10.907053,NA
"13602_299.2_10.9",13602,299.201004304718,10.907623,"C20H28O3"
"13603_317.21_10.9",13603,317.211558147296,10.909303,"C20H30O4"
"13604_271.24_10.9",13604,271.241056470271,10.910333,"C20H32O"
"13605_389.27_10.9",13605,389.266993890717,10.910333,"C24H38O5"
"13606_140.08_10.9",13606,140.082127676951,10.914167,"C6H6N2O"
"13607_707.51_10.9",13607,707.505105227017,10.914145,NA
"13608_649.5_10.9",13608,649.502455326446,10.915252,NA
"13609_965.62_10.9",13609,965.616950354925,10.916322,"C49H84N6O13"
"1361_408.15_2.2",1361,408.149924290539,2.176362,"C16H22O11"
"13610_813.51_10.9",13610,813.511651372855,10.916863,"C38H70N8O12"
"13611_630.46_10.9",13611,630.458615262673,10.918911,"C35H56N4O5"
"13612_808.56_10.9",13612,808.556543098266,10.91951,NA
"13613_317.22_10.9",13613,317.21902362538,10.922114,"C14H30N4O5"
"13614_1431.03_10.9",13614,1431.03215810807,10.922093,NA
"13615_1432.04_10.9",13615,1432.03584744493,10.922093,NA
"13616_521.4_10.9",13616,521.398418224608,10.92227,"C35H52O3"
"13617_780.57_10.9",13617,780.572926774905,10.922296,"C43H83NO8"
"13618_800.52_10.9",13618,800.520084362837,10.923281,"C44H76NO8P"
"13619_841.53_10.9",13619,841.526377589934,10.924612,"C40H78N2O17"
"1362_413.11_2.2",1362,413.105412679301,2.176362,"C16H22O11"
"13620_271.25_10.9",13620,271.24885938615,10.9247675,NA
"13621_387.26_10.9",13621,387.262673795349,10.924806,"C20H33F2NOSi"
"13622_727.46_10.9",13622,727.45516577211,10.925318,"C41H59NO9"
"13623_603.44_10.9",13623,603.441450089405,10.925898,"C40H60O5"
"13624_635.41_10.9",13624,635.414269636055,10.926867,"C36H60O10"
"13625_388.36_10.9",13625,388.357178769912,10.927042,"C26H42O"
"13626_758.59_10.9",13626,758.592586831134,10.927257,"C44H81NO7"
"13627_387.25_10.9",13627,387.253313066922,10.927974,"C24H36O5"
"13628_1025.64_10.9",13628,1025.6372162352,10.928761,"C53H94O17"
"13629_1087.67_10.9",13629,1087.67114993893,10.928761,NA
"1363_303.15_2.2",1363,303.145692972252,2.1767673,"C15H15N3O3"
"13630_864.61_10.9",13630,864.606767257054,10.929461,"C51H83N3O9"
"13631_1026.65_10.9",13631,1026.65495821066,10.929461,"C47H85N15O9"
"13632_1031.61_10.9",13632,1031.6106053158,10.929461,"C51H92O19"
"13633_773.57_10.9",13633,773.568988233842,10.930047,"C48H78O6"
"13634_269.23_10.9",13634,269.226821625507,10.930617,"C20H30O"
"13635_960.66_10.9",13635,960.660468484736,10.930988,"C47H89N7O13"
"13636_441.37_10.9",13636,441.373124131743,10.931403,"C30H50O3"
"13637_1085.66_10.9",13637,1085.6596037966,10.932625,NA
"13638_269.23_10.9",13638,269.233262717063,10.932747,NA
"13639_625.44_10.9",13639,625.444183400292,10.933321,NA
"1364_321.16_2.2",1364,321.156034003607,2.1767673,"C15H22N4O5"
"13640_301.22_10.9",13640,301.216419427139,10.933631,"C20H30O3"
"13641_729.49_10.9",13641,729.48807732378,10.935371,NA
"13642_724.53_10.9",13642,724.531470879376,10.936612,NA
"13643_722.5_10.9",13643,722.50015310384,10.936983,"C44H67NO7"
"13644_836.57_10.9",13644,836.569377462232,10.93786,"C44H74N4O10"
"13645_409.24_10.9",13645,409.235497589526,10.940222,"C26H34O5"
"13646_427.25_10.9",13646,427.246394114665,10.940222,"C24H36O5"
"13647_885.55_10.9",13647,885.551760947985,10.941088,"C55H74N4O7"
"13648_671.49_10.9",13648,671.48639736666,10.941776,"C39H68O7"
