formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	CH3NO8	[M - H2O + H]+	CH2NO7+	1.000	0.387	0.896	0.896	0.000	0	0.000	-1.770	1.770	-128664.134		139.982	6	0.093	712763057424360800	712762513607622884	1	
1	CH3NO8	[M - H2O + H]+	CH2NO7+	0.999	0.000	0.992	0.992	0.000	0	0.000	-0.134	0.134	-128662.925		139.983	15	0.246	712763057877345699	712762513808949480	2	
1	C3H7Cl2NO	[M - H2O + H]+	C3H6Cl2N+	0.765	0.332	16.573	14.426	2.147	1	0.779	-4.948	4.948	-142960.986		125.987	22	0.361	712763057361446200	712762513922195692	3	
1	CH7FN3O3	[M + Na]+	CH7FN3NaO3+	0.841	0.917	33.829	33.829	0.000	8	0.406	5.844	5.844	-5.330		151.036	22	0.362	712763057596327281	712762514043830512	4	
1	C5H10Cl2N2O	[M - H2O + H]+	C5H9Cl2N2+	0.752	0.331	21.126	18.634	2.492	2	0.942	-5.889	5.889	-107842.741		167.013	22	0.362	712763058007369149	712762514140299508	5	
1	C5H8Cl2NO3	[M - H2O + H]+	C5H7Cl2NO2+	1.000	0.329	9.225	9.225	0.000	3	0.176	4.038	4.410	-98422.042		182.986	22	0.366	712763058762343959	712762514303877372	7	
1	C6H6Cl3N3O3	[M - H2O + H]+	C6H5Cl3N3O2+	0.747	0.174	42.606	40.361	2.245	7	0.500	-1.049	1.049	-70368.382		255.944	22	0.366	712763071571749965	712762514219991288	6	
1	C3H7Cl2NO	[M + H]+	C3H8Cl2NO+	0.948	0.495	28.903	28.903	0.000	3	0.860	-4.962	4.962	-4.414		143.997	22	0.368	712763059164997213	712762514379374848	8	
1	C6H10O2S	[M + H3N + H]+	C6H14NO2S+	0.993	0.333	58.143	55.663	2.480	6	0.908	8.705	8.705	2.827		164.074	23	0.384	712763057415972170	712762514454872324	9	
1	C6H12O5	[M + H3N + H]+	C6H16NO5+	1.000	0.500	159.616	156.836	2.780	38	0.917	6.354	6.354	2.202		182.103	24	0.392	712763058296776181	712762514547147016	10	
1	C6H14N2OSi	[M + H3N + H]+	C6H18N3OSi+	0.999	0.333	67.528	67.528	0.000	13	0.529	7.233	7.233	5.081		176.122	24	0.395	712763056182846643	712762514618450188	11	
1	C6H11N3O2	[M + H3N + H]+	C6H15N4O2+	1.000	0.333	146.975	142.006	4.969	19	0.571	2.337	2.337	1.986		175.119	24	0.399	712763056040240287	712762514719113488	12	
1	C6H10O4	[M + H3N + H]+	C6H14NO4+	1.000	0.333	158.995	156.184	2.811	36	0.894	7.241	7.241	3.021		164.092	24	0.399	712763056832963843	712762514790416660	13	
1	C6H6N2O2	[M + H3N + H]+	C6H10N3O2+	0.999	0.333	48.512	46.129	2.382	5	0.952	5.039	5.039	2.480		156.077	24	0.405	712763056988153114	712762514865914136	14	
1	C7H13N3O2	[M + H3N + H]+	C7H17N4O2+	0.999	0.333	92.717	90.109	2.608	24	0.896	2.204	2.204	0.834		189.135	25	0.410	712763056430310609	712762514937217308	15	
1	C12H21N3O7	[M + H3N + H]+	C12H25N4O7+	1.000	0.333	160.121	156.838	3.283	30	0.624	0.801	0.965	0.488		337.172	25	0.414	712763068744788590	712762515000131872	16	
1	C4H5NO3	[M + H3N + H]+	C4H9N2O3+	0.998	0.333	69.626	66.934	2.693	7	0.465	5.629	5.629	1.965		133.061	25	0.417	712763056153486506	712762515079823652	17	
1	C4H7NO4	[M + H]+	C4H8NO4+	0.565	0.333	18.564	18.564	0.000	1	0.409	9.230	9.230	2.207		134.045	25	0.418	712763056442893530	712762515155321128	18	
1	C5H7NO3	[M + H3N + H]+	C5H11N2O3+	1.000	0.333	59.066	54.145	4.921	5	0.224	3.404	3.526	1.709		147.077	25	0.418	712763056417727688	712762515243401516	19	
1	C5H4O3	[M + H3N + H]+	C5H8NO3+	0.914	0.333	63.125	58.557	4.568	4	0.721	6.268	6.268	2.310		130.050	25	0.419	712763057671824773	712762515327287600	20	
1	C5H14NO4P	[M + H]+	C5H15NO4P+	0.984	0.005	81.265	78.547	2.718	26	0.927	6.647	6.647	1.353		184.074	25	0.420	712763060045801155	712762515402785076	21	
1	C9H17N3O3	[M - H2O + H]+	C9H16N3O2+	0.730	0.333	54.336	51.679	2.657	7	0.951	2.056	2.292	-90904.074		198.124	25	0.421	712763058145781199	712762515461505336	22	
1	C5H11N4O5P	[M - H2O + H]+	C5H10N4O4P+	0.311	0.148	38.240	36.267	1.973	8	0.108	3.867	5.399	-81484.936		221.042	25	0.423	712763063782926351	712762515524419900	23	
1	C12H18O8	[M + H3N + H]+	C12H22NO8+	0.925	0.332	63.095	57.135	5.960	22	0.869	3.664	3.664	-0.270		308.134	25	0.423	712763065448065223	712762515587334464	24	
1	C8H20NO6P	[M + H]+	C8H21NO6P+	1.000	0.500	53.552	48.126	5.426	7	0.962	2.048	2.048	0.734		258.110	25	0.423	712763058774926884	712762515717357896	26	
1	C8H16O8	[M + K]+	C8H16KO8+	0.927	0.939	12.294	6.805	5.489	1	0.006	0.799	0.934	0.195		279.048	25	0.423	712763063896172576	712762515646054724	25	
1	C7H12O3	[M + H3N + H]+	C7H16NO3+	0.702	0.333	103.769	100.752	3.017	24	0.498	4.413	4.413	1.358		162.113	25	0.423	712763056233178303	712762515776078156	27	
1	C6H15NO3	[M - H2O + H]+	C6H14NO2+	0.661	0.333	36.329	33.464	2.865	7	0.769	9.135	9.135	-136337.257		132.102	25	0.424	712763055675335833	712762515906101588	29	
1	C12H17NO7	[M + H3N + H]+	C12H21N2O7+	0.933	0.333	148.287	144.893	3.394	37	0.921	-0.507	0.949	0.631		305.135	25	0.424	712763069348768455	712762515847381328	28	
1	C5H9NO4	[M + H]+	C5H10NO4+	0.574	0.333	48.830	44.107	4.723	4	0.229	3.139	3.139	1.187		148.061	25	0.424	712763056593888492	712762515981599064	30	
1	C6H10N2O3	[M + H3N + H]+	C6H14N3O3+	1.000	0.333	103.215	98.214	5.001	20	0.513	2.531	2.531	0.808		176.103	25	0.425	712763059525707400	712762516048707932	31	
1	C6H5N2O5	[M + H3N + H]+	C6H9N3O5+	0.935	0.188	42.310	39.957	2.353	10	0.530	3.136	3.548	-3.407		203.053	26	0.426	712763071785659531	712762516107428192	32	
1	C6H7NO3	[M + H3N + H]+	C6H11N2O3+	0.998	0.333	97.097	92.417	4.681	14	0.770	3.236	3.236	0.952		159.077	26	0.426	712763062956648362	712762516166148452	33	
1	C8H9N2O7	[M + H3N + H]+	C8H13N3O7+	0.982	0.333	71.270	68.531	2.739	18	0.305	1.249	3.568	-3.654		263.074	26	0.427	712763084452458903	712762516224868712	34	
1	C6H13NO2Si	[M + H3N + H]+	C6H17N2O2Si+	1.000	0.333	89.276	87.381	1.894	15	0.543	4.818	4.818	4.682		177.106	26	0.427	712763071261371414	712762516279394668	35	
1	C7H12N2O3S2	[M - H2O + H]+	C7H11N2O2S2+	0.636	0.333	72.713	70.092	2.621	13	0.166	3.517	3.517	-82224.690		219.027	26	0.428	712763074155441513	712762516329726320	36	
1	C7H8N2O4	[M + H3N + H]+	C7H12N3O4+	1.000	0.333	162.176	162.176	0.000	36	0.691	1.441	1.642	-0.061		202.082	26	0.429	712763063325747131	712762516380057972	37	
1	C23H41NO14S2	[M + H3N + H]+	C23H45N2O14S2+	0.970	0.174	47.375	47.375	0.000	10	0.852	0.693	3.946	-0.647		637.230	26	0.429	712763073857645869	712762516434583928	38	
1	C10H16O7	[M + H3N + H]+	C10H20NO7+	1.000	0.333	123.095	117.472	5.623	32	0.886	0.220	1.206	0.194		266.123	26	0.429	712763069113887363	712762516543635840	40	
1	C10H14O6	[M + H3N + H]+	C10H18NO6+	1.000	0.333	153.132	149.877	3.255	39	0.919	0.595	1.299	0.388		248.113	26	0.429	712763071160708101	712762516484915580	39	
1	C13H20O8	[M + H3N + H]+	C13H24NO8+	0.517	0.330	44.672	41.111	3.561	14	0.784	1.749	2.002	0.083		322.150	26	0.430	712763068354718277	712762516598161796	41	
1	C6H8O3	[M + H3N + H]+	C6H12NO3+	0.894	0.333	61.089	60.154	0.935	5	0.679	2.481	3.082	1.440		146.081	26	0.430	712763072280587485	712762516652687752	42	
1	C8H10O5	[M - H2O + H]+	C8H9O4+	1.000	0.500	228.608	225.509	3.099	41	0.928	4.027	4.027	-106539.017		169.050	26	0.431	712763066475669887	712762516812071316	45	
1	C8H16O8	[M + H3N + H]+	C8H20NO8+	1.000	0.500	199.134	193.694	5.440	38	0.828	3.072	3.072	0.531		258.118	26	0.431	712763067113204194	712762517013397924	49	
1	C6H16O3Si	[M - H2O + H]+	C6H15O2Si+	0.433	0.425	2.153	0.196	1.957	0	0.000	3.041	3.041	-122445.673		147.084	26	0.431	712763067645880841	712762516707213708	43	
1	C8H14O7	[M + H3N + H]+	C8H18NO7+	1.000	0.333	196.879	193.754	3.125	38	0.859	1.943	1.943	-0.035		240.108	26	0.431	712763069885639478	712762516963066272	48	
1	C8H12O6	[M - H2O + H]+	C8H11O5+	0.981	0.500	266.534	263.357	3.177	42	0.934	3.787	3.787	-96281.356		187.060	26	0.431	712763070841940955	712762516862402968	46	
1	C8H14O7	[M + H]+	C8H15O7+	1.000	0.500	220.103	216.986	3.117	40	0.944	2.503	2.643	0.317		223.081	26	0.431	712763074612620667	712762516912734620	47	
1	C8H8N2O5	[M + H3N + H]+	C8H12N3O5+	1.000	0.333	77.360	74.990	2.371	15	0.829	3.927	3.927	3.317		230.078	26	0.431	712763077687046028	712762517063729576	50	
1	C7H10O5	[M - H2O + H]+	C7H9O4+	1.000	0.500	152.896	152.896	0.000	22	0.068	4.276	4.276	-114679.158		157.050	26	0.431	712763062570772336	712762516757545360	44	
1	C14H26O13	[M + H3N + H]+	C14H30NO13+	0.993	0.333	95.927	92.175	3.752	20	0.839	0.408	1.386	0.627		420.171	26	0.431	712763081751326891	712762517118255532	51	
1	C7H18O3Si	[M - H2O + H]+	C7H17O2Si+	0.635	0.500	12.505	12.505	0.000	3	0.001	6.704	6.704	-111792.728		161.100	26	0.431	712763057705379217	712762517172781488	52	
1	C6H14O6	[M + H]+	C6H15O6+	1.000	1.000	148.009	143.025	4.983	27	0.827	6.291	6.291	1.559		183.087	26	0.432	712763062818236309	712762517227307444	53	
1	C6H11NO3	[M - H2O + H]+	C6H10NO2+	0.665	0.333	92.946	92.946	0.000	15	0.088	7.438	7.438	-140627.738		128.071	26	0.432	712763074952359378	712762517378302400	56	
1	C6H10O4	[M - H2O + H]+	C6H9O3+	1.000	0.500	82.491	82.491	0.000	9	0.488	8.042	8.042	-139555.046		129.055	26	0.432	712763067859790371	712762517277639096	54	
1	C6H12O5	[M + H]+	C6H13O5+	1.000	0.500	141.541	138.579	2.963	22	0.785	5.981	5.981	1.575		165.076	26	0.433	712763061073405706	712762517332165052	55	
1	C6H12O6	[M + H3N + H]+	C6H16NO6+	1.000	0.500	133.641	130.846	2.796	31	0.830	3.834	3.834	1.294		198.097	26	0.434	712763064311408714	712762517437022660	57	
1	C6H10O2Si	[M + H3N + H]+	C6H14NO2Si+	1.000	0.333	53.868	52.308	1.560	4	0.504	3.401	3.401	4.675		160.080	26	0.434	712763070409927557	712762517487354312	58	
1	C5H13NO4S	[M + H]+	C5H14NO4S+	0.560	0.500	52.649	48.655	3.993	10	0.873	6.553	6.553	1.872		184.064	26	0.434	712763069592038174	712762517546074572	59	
1	C18H32O16	[M + Na]+	C18H32NaO16+	1.000	1.000	36.616	32.792	3.824	5	0.854	-0.490	0.490	0.293		527.158	26	0.437	712763076198067911	712762517596406224	60	
1	C8H15N3O2	[M + H3N + H]+	C8H19N4O2+	1.000	0.333	73.759	71.451	2.309	22	0.622	3.008	3.008	1.662		203.151	26	0.437	712763056979764499	712762517705458136	62	
1	C7H11NO4	[M + H3N + H]+	C7H15N2O4+	0.981	0.333	86.983	84.031	2.952	16	0.766	0.679	0.772	0.558		191.103	26	0.437	712763070758054855	712762517646737876	61	
1	C6H4O3	[M + H3N + H]+	C6H8NO3+	1.000	0.333	109.945	105.254	4.691	10	0.746	3.269	3.269	0.214		142.050	26	0.437	712763074784587151	712762517759984092	63	
1	C6H6O3	[M + H3N + H]+	C6H10NO3+	0.603	0.333	53.854	51.037	2.818	6	0.541	8.046	8.046	1.530		144.066	26	0.438	712763061224400669	712762517818704352	64	
1	C8H10O5	[M + H3N + H]+	C8H14NO5+	1.000	0.333	187.323	184.319	3.004	34	0.652	1.903	1.903	1.377		204.087	26	0.438	712763068153391667	712762517869036004	65	
1	C7H13NO3	[M - H2O + H]+	C7H12NO2+	1.000	0.333	34.847	31.915	2.932	3	0.790	2.959	2.959	-126756.579		142.086	26	0.438	712763074025418069	712762517919367656	66	
1	C8H12O3S	[M + H3N + H]+	C8H16NO3S+	0.625	0.306	47.701	45.064	2.637	7	0.978	4.726	4.726	1.015		206.085	26	0.439	712763059202745966	712762518099722736	68	
1	C5H15NO5Si	[M - H2O + H]+	C5H14NO4Si+	0.823	0.286	10.800	10.800	0.000	3	0.037	2.171	2.171	-100017.980		180.069	26	0.439	712763066077210870	712762517969699308	67	
1	C18H32O16	[M + K]+	C18H32KO16+	1.000	0.997	29.110	19.593	9.518	5	0.263	-0.159	0.327	0.768		543.133	26	0.439	712763067767515668	712762518150054388	69	
1	C8H13NO3	[M + H3N + H]+	C8H17N2O3+	0.966	0.333	87.898	84.905	2.993	11	0.952	2.886	4.699	1.169		189.124	26	0.439	712763057059456299	712762518250717692	71	
1	C7H9NO3	[M - H2O + H]+	C7H8NO2+	0.994	0.331	32.102	27.454	4.648	4	0.548	3.840	3.840	-130457.789		138.055	26	0.439	712763058275804641	712762518200386040	70	
1	C7H14O6	[M + K]+	C7H14KO6+	0.620	0.649	9.704	4.404	5.301	0	0.000	1.153	1.153	1.303		233.043	26	0.440	712763060301653720	712762518305243648	72	
1	C6H10O5	[M + H3N + H]+	C6H14NO5+	0.881	0.333	174.386	171.573	2.813	32	0.800	3.909	3.909	1.227		180.087	26	0.441	712763074876861882	712762518355575300	73	
1	C7H14O6	[M + H3N + H]+	C7H18NO6+	1.000	0.500	94.978	89.728	5.250	18	0.778	3.919	3.919	0.925		212.113	26	0.441	712763062197479230	712762518405906952	74	
1	C6H7N2O5	[M + H3N + H]+	C6H11N3O5+	0.999	0.333	100.226	97.926	2.300	19	0.305	3.383	3.982	-3.813		205.069	26	0.441	712763066463086938	712762518456238604	75	
1	C7H15NO4	[M - H2O + H]+	C7H14NO3+	0.444	0.333	68.373	63.598	4.775	9	0.941	4.089	4.089	-112497.466		160.097	27	0.442	712763058577794571	712762518552707604	77	
1	C29H19N3O3	[M + H3N + H]+	C29H23N4O3+	0.524	0.008	40.465	40.465	0.000	5	0.776	5.821	5.821	2.216		475.178	27	0.443	712763077116620604	712762518598844952	78	
1	C7H10O4	[M + H3N + H]+	C7H14NO4+	0.963	0.333	87.481	84.434	3.046	21	0.856	5.193	5.193	1.395		176.092	27	0.445	712763059936749228	712762518695313952	80	
1	C12H17NO8	[M - H2O + H]+	C12H16NO7+	0.996	0.333	78.301	74.763	3.537	11	0.957	4.542	4.542	-62953.754		286.092	27	0.445	712763076072238753	712762518649176604	79	
1	C17H28O15	[M + H3N + H]+	C17H32NO15+	0.443	0.333	55.985	52.232	3.753	9	0.893	0.440	0.711	0.825		490.177	27	0.445	712763071835991196	712762518766617124	81	
1	C13H24O11	[M + H3N + H]+	C13H28NO11+	0.999	0.314	92.141	88.510	3.630	23	0.878	2.558	2.759	0.622		374.166	27	0.445	712763073060728038	712762518951166512	84	
1	C7H14O6	[M + H]+	C7H15O6+	0.995	0.500	93.485	88.468	5.018	17	0.959	4.396	4.396	1.463		195.087	27	0.445	712763075665391211	712762518816948776	82	
1	C12H22O11	[M + K]+	C12H22KO11+	1.000	0.921	18.156	12.445	5.711	2	0.035	0.022	0.049	0.106		381.079	27	0.445	712763077322141518	712762518892446252	83	
1	C7H9BO4S	[M + H3N + H]+	C7H13BNO4S+	0.405	0.315	9.615	9.615	0.000	3	0.033	0.830	1.957	-1.416		217.069	27	0.447	712763064852473969	712762519005692468	85	
1	C7H8O4	[M - H2O + H]+	C7H7O3+	1.000	0.499	19.633	19.633	0.000	3	0.002	3.337	3.337	-129534.226		139.039	27	0.448	712763069315214002	712762518502375952	76	
1	C5H11NO3	[M + H]+	C5H12NO3+	0.423	0.333	33.708	33.708	0.000	3	0.541	10.190	10.190	2.389		134.081	27	0.448	712763059131442771	712762519051829816	86	
1	C12H20O10	[M + H3N + H]+	C12H24NO10+	1.000	0.332	127.776	124.307	3.469	31	0.714	0.826	1.656	0.870		342.140	27	0.450	712763081403199624	712762519131521596	87	
1	C7H10O4	[M - H2O + H]+	C7H9O3+	1.000	0.500	92.110	89.053	3.057	9	0.543	4.066	4.066	-127683.604		141.055	27	0.451	712763064458209376	712762519181853248	88	
1	C12H22O11	[M + H3N + H]+	C12H26NO11+	1.000	0.331	107.977	101.949	6.028	21	0.823	3.156	3.156	0.064		360.150	27	0.452	712763066685385108	712762519282516548	89	
1	C12H20O10	[M + H]+	C12H21O10+	0.998	0.453	133.529	130.156	3.373	27	0.834	2.712	2.712	0.482		325.113	27	0.452	712763082871206220	712762519345431112	90	
1	C6H8O4	[M - H2O + H]+	C6H7O3+	1.000	0.500	131.051	128.356	2.695	13	0.661	7.944	7.944	-141769.275		127.039	27	0.452	712763066282731791	712762519399957068	91	
1	C8H11NO4	[M - H2O + H]+	C8H10NO3+	1.000	0.333	136.951	133.737	3.214	25	0.890	1.529	1.862	-107163.880		168.066	27	0.453	712763062277171028	712762519555146328	94	
1	C18H32O16	[M + H3N + H]+	C18H36NO16+	1.000	0.271	94.417	88.258	6.159	22	0.814	3.275	3.275	0.420		522.203	27	0.453	712763079444459512	712762519613866588	95	
1	C6H10O5	[M - H2O + H]+	C6H9O4+	1.000	0.500	50.270	50.270	0.000	7	0.252	4.961	6.040	-124166.165		145.050	27	0.453	712763065909438700	712762519454483024	92	
1	C7H12O6	[M + H3N + H]+	C7H16NO6+	1.000	0.333	124.848	121.942	2.906	22	0.742	3.673	3.673	1.458		210.098	27	0.454	712763066882517447	712762519706141284	97	
1	C7H12O6	[M + H]+	C7H13O6+	1.000	0.500	158.504	155.566	2.938	25	0.952	4.696	4.696	1.841		193.071	27	0.454	712763076751716085	712762519660003936	96	
1	C17H28O13	[M + H3N + H]+	C17H32NO13+	0.751	0.333	26.382	20.023	6.358	2	0.960	6.085	6.085	0.510		458.187	27	0.454	712763058997225020	712762519752278632	98	
1	C13H15N3O7	[M + H3N + H]+	C13H19N4O7+	0.999	0.333	79.128	79.128	0.000	22	0.703	2.034	2.152	-1.997		343.124	27	0.455	712763070267321198	712762519504814676	93	
1	C12H19NO7	[M - H2O + H]+	C12H18NO6+	0.570	0.333	80.735	74.824	5.910	20	0.917	1.787	1.787	-66188.136		272.113	27	0.455	712763072066677940	712762519794221676	99	
1	C8H10N2O5	[M + H3N + H]+	C8H14N3O5+	1.000	0.333	117.263	112.346	4.917	26	0.611	1.354	2.178	0.746		232.093	27	0.455	712763061870323502	712762519840359024	100	
1	C10H10N2O6	[M + H3N + H]+	C10H14N3O6+	0.893	0.333	86.481	84.156	2.325	18	0.872	3.270	3.270	2.383		272.088	27	0.455	712763065318041775	712762519886496372	101	
1	C6H5N2O5	[M + H3N + H]+	C6H9N3O5+	1.000	0.330	136.643	134.370	2.273	19	0.363	3.120	4.333	-3.703		203.053	27	0.455	712763070435093401	712762519932633720	102	
1	C12H15NO6	[M + H3N + H]+	C12H19N2O6+	0.863	0.333	75.325	72.020	3.305	17	0.956	-0.613	0.904	0.722		287.124	28	0.460	712763072163146952	712762520054268544	104	
1	C14H28N2O5	[M - H2O + H]+	C14H27N2O4+	0.849	0.333	23.977	18.196	5.782	1	0.945	-0.561	0.561	-62711.614		287.197	28	0.460	712763065242544285	712762520104600196	105	
1	C12H21F3O10	[M - H2O + H]+	C12H20F3O9+	0.632	0.022	26.884	20.932	5.951	8	0.711	-0.194	0.428	-49329.290		365.106	28	0.460	712763075657002585	712762520196874888	106	
1	C7H10O2	[M + H3N + H]+	C7H14NO2+	0.728	0.333	51.694	46.747	4.947	6	0.636	4.008	4.008	1.283		144.102	28	0.461	712763064185579586	712762520251400844	107	
1	C3H6Cl2O4	[M - H2O + H]+	C3H5Cl2O3+	1.000	0.497	24.481	24.481	0.000	7	0.003	4.022	4.591	-113297.428		158.962	28	0.461	712763088374133297	712762519978771068	103	
1	C18H28O15	[M + H3N + H]+	C18H32NO15+	0.999	0.333	39.903	33.528	6.375	5	0.950	1.281	1.281	-1.206		502.176	28	0.461	712763069495569116	712762520343675540	109	
1	C6H8O4	[M + H3N + H]+	C6H12NO4+	1.000	0.333	119.824	116.833	2.991	22	0.901	4.537	4.537	1.578		162.076	28	0.461	712763073849257239	712762520297538192	108	
1	C11H20O10	[M + H3N + H]+	C11H24NO10+	1.000	0.333	163.711	160.251	3.460	31	0.785	1.526	1.526	0.508		330.140	28	0.462	712763080035856402	712762520389812888	110	
1	C12H22O10	[M + H3N + H]+	C12H26NO10+	1.000	0.324	106.404	102.936	3.468	24	0.861	1.069	2.235	0.690		344.155	28	0.463	712763076135153333	712762520435950236	111	
1	C10H23NO6	[M - H2O + H]+	C10H22NO5+	0.527	0.333	60.349	54.718	5.631	21	0.820	3.012	3.012	-76266.850		236.149	28	0.463	712763075539562005	712762520482087584	112	
1	C24H42O21	[M + H3N + H]+	C24H46NO21+	0.857	0.333	111.089	104.340	6.748	21	0.803	2.004	2.004	0.725		684.256	28	0.464	712763075648613950	712762520524030628	113	
1	C8H13NO6Se	[M - H2O + H]+	C8H12NO5Se+	0.998	0.273	22.358	22.358	0.000	6	0.355	2.261	2.261	-65258.853		275.993	28	0.465	712763066697968046	712762520570167976	114	
1	C8H17NO3	[M - H2O + H]+	C8H16NO2+	0.984	0.333	14.369	14.369	0.000	1	0.830	1.102	1.102	-113904.161		158.118	28	0.468	712763070535756716	712762520612111020	115	
1	C7H12FN5O3	[M + Na]+	C7H12FN5NaO3+	0.725	0.738	64.037	62.441	1.596	22	0.965	2.856	2.856	0.320		256.082	28	0.468	712763075602476587	712762520704385716	117	
1	C5H2N4	[M + H3N + H]+	C5H6N5+	0.979	0.333	13.892	11.017	2.874	1	0.041	3.102	3.102	1.899		136.062	28	0.468	712763076411977439	712762520662442672	116	
1	C18H32O16	[M + Na]+	C18H32NaO16+	1.000	0.965	39.834	36.149	3.685	5	0.749	0.104	0.164	0.634		527.159	28	0.468	712763143747338883	712762520750523064	118	
1	C7H14O7	[M + Na]+	C7H14NaO7+	1.000	1.000	95.073	95.073	0.000	14	0.504	1.296	1.296	1.101		233.063	28	0.469	712763073350135032	712762521669075716	137	
1	C7H12O6	[M + Na]+	C7H12NaO6+	1.000	0.968	61.511	61.511	0.000	8	0.229	1.882	1.882	1.447		215.053	28	0.469	712763066467281258	712762522205946704	156	
1	C6H14O5	[M + Na]+	C6H14NaO5+	1.000	0.806	31.092	31.092	0.000	4	0.123	1.983	1.983	1.406		189.074	28	0.469	712763071609498739	712762520796660412	119	
1	C6H6O4	[M + H3N + H]+	C6H10NO4+	1.000	0.333	76.355	71.429	4.926	5	0.890	2.227	2.227	-0.151		160.060	28	0.469	712763077020151576	712762520893129412	121	
1	C9H8O7	[M + H3N + H]+	C9H12NO7+	0.855	0.333	191.149	185.679	5.470	36	0.757	0.967	0.967	0.983		246.061	28	0.469	712763077447970654	712762520939266760	122	
1	C19H29NO11	[M + H3N + H]+	C19H33N2O11+	0.981	0.333	119.288	112.985	6.303	45	0.895	0.842	0.874	1.319		465.209	28	0.469	712763107298834620	712762520846992064	120	
1	C8H8O4	[M + H3N + H]+	C8H12NO4+	0.999	0.333	76.037	76.037	0.000	10	0.815	0.385	0.510	0.461		186.076	28	0.469	712763076848185096	712762520981209804	123	
1	C6H8N2O3	[M + H3N + H]+	C6H12N3O3+	0.989	0.333	63.214	60.711	2.503	17	0.938	1.830	1.830	1.794		174.088	28	0.470	712763071538195517	712762521073484500	125	
1	C7H17NO9	[M - H2O + H]+	C7H16NO8+	0.969	0.333	64.377	64.377	0.000	19	0.653	2.001	2.001	-74396.032		242.087	28	0.470	712763071580138590	712762521023152848	124	
1	C13H17NO8	[M + H3N + H]+	C13H21N2O8+	0.748	0.333	144.714	141.292	3.422	46	0.812	0.160	0.522	0.204		333.129	28	0.470	712763089674367694	712762521128010456	126	
1	C13H19NO6	[M + H3N + H]+	C13H23N2O6+	0.999	0.333	126.873	120.915	5.959	43	0.938	-0.825	1.602	-0.570		303.155	28	0.470	712763084234355075	712762521174147804	127	
1	C15H22O9	[M + H3N + H]+	C15H26NO9+	0.995	0.332	60.420	54.381	6.039	15	0.780	-0.569	1.437	-0.406		364.160	28	0.470	712763065041217670	712762521220285152	128	
1	C10H15N3O6	[M + H3N + H]+	C10H19N4O6+	0.998	0.333	141.021	138.238	2.783	46	0.869	0.261	0.840	0.650		291.130	28	0.470	712763079251521510	712762521270616804	129	
1	C12H18O10	[M + H3N + H]+	C12H22NO10+	1.000	0.333	164.272	160.713	3.559	36	0.907	1.374	1.374	1.052		340.124	28	0.471	712763093642179781	712762521400640232	130	
1	C8H16O6	[M + H3N + H]+	C8H20NO6+	0.999	0.500	67.787	67.787	0.000	23	0.523	1.988	1.988	1.222		226.129	28	0.471	712763063472547789	712762521530663668	133	
1	C6H4O5	[M + H3N + H]+	C6H8NO5+	0.982	0.333	63.450	63.450	0.000	8	0.070	3.740	3.740	2.363		174.040	28	0.471	712763082300780793	712762521488720624	132	
1	C9H17ClFN3O4S	[M + H3N + H]+	C9H21ClFN4O4S+	0.798	0.333	96.993	96.993	0.000	18	0.572	1.122	1.411	-0.831		335.095	28	0.471	712763090525811536	712762521446777580	131	
1	C35H49N7O16	[M + Na]+	C35H49N7NaO16+	0.994	0.987	75.258	71.093	4.165	20	0.804	0.955	0.955	-4.631		846.309	28	0.472	712763091872183258	712762521572606712	134	
1	C36H62O31	[M + H3N + H]+	C36H66NO31+	0.307	0.111	56.204	49.244	6.960	17	0.792	1.507	1.661	1.398		1008.363	28	0.473	712763114882136821	712762521614549756	135	
1	C6H8O2	[M + H3N + H]+	C6H12NO2+	0.645	0.333	40.084	35.578	4.506	5	0.899	7.788	7.788	2.267		130.087	28	0.475	712763078010007483	712762521643909888	136	
1	C8H14N3O6	[M - H2O + H]+	C8H13N3O5+	0.475	0.140	48.798	46.183	2.615	15	0.243	1.993	3.817	-77942.231		231.084	29	0.476	712763068442798683	712762521698435848	138	
1	C9H12O	[M + H3N + H]+	C9H16NO+	0.544	0.332	23.866	20.588	3.277	2	0.890	3.562	3.562	1.035		154.123	29	0.476	712763080618864737	712762521723601676	139	
1	C18H26N4O9	[M + H3N + H]+	C18H30N5O9+	0.788	0.320	66.165	63.123	3.043	11	0.887	1.075	2.453	-1.899		460.203	29	0.476	712763084758643130	712762521765544720	140	
1	C7H12O7	[M + H3N + H]+	C7H16NO7+	1.000	0.333	121.501	118.482	3.018	25	0.857	3.328	3.328	1.069		226.092	29	0.477	712763117214170087	712762521828459288	142	
1	C10H24N2O7S2	[M + H]+	C10H25N2O7S2+	0.474	0.386	167.691	167.691	0.000	32	0.575	2.243	2.243	4.140		349.111	29	0.478	712763126064152163	712762521803293460	141	
1	C8H12O3	[M + H3N + H]+	C8H16NO3+	0.984	0.333	56.684	56.684	0.000	13	0.750	1.858	1.858	1.724		174.113	29	0.478	712763101678466826	712762521853625116	143	
