"features"	"PC1"	"PC2"	"PC3"
1	0.036887566234748	0.0174672902502913	-0.00704458650933796
10	0.0099778560636494	0.00945525296340304	0.00572123021116681
100	8.66097046668591e-05	-0.00748430110477858	0.00241028923143767
1000	0.00141663634474425	-0.00511593467925798	0.00042085900063307
10000	-0.00233520403020853	0.000864192847477421	0.0021913648697202
10001	-0.00170753650719348	-0.00218863952956591	-0.00315252399634236
10002	-0.00135895206431832	-0.00300639875835016	0.00402057962103016
10003	-0.00135895206435594	-0.00300639875836351	0.00402057962103204
10004	-0.00133277603669931	-0.00198015195812374	0.00317094661946512
10005	-0.00133277603669609	-0.00198015195813081	0.00317094661946156
10006	-0.0022547764145647	-0.00108956331987884	0.00426394104427248
10007	-0.0023352040302075	0.00086419284747861	0.00219136486972128
10008	-0.00675763940704899	0.0146120022949241	-0.000606309577070411
10009	-0.00296825764616737	-0.00279909993229131	0.00563866675861175
1001	0.00797837449927884	-0.00746524020346903	-0.00436287897412086
10010	0.00180003784279843	0.00389015207180051	-0.0025789100148894
10011	-0.00154436057570031	-0.00112471800256973	0.00259323959378282
10012	0.000926371887521174	-0.00409229220492527	0.000879534323683423
10013	0.00122695877874435	0.00276282588272885	-0.00628052608715556
10014	0.00138554280388059	0.00307478270669743	-0.00525620463995773
10015	-0.00019217423887581	-0.000230122287826516	-0.0072579281843715
10016	-0.000954559106236931	-0.00187775046583427	-0.00616566116481715
10017	-0.00431899936626616	0.00148550446220252	0.00152572082298641
10018	-0.00030453771191935	-0.00437885778214252	0.00389142736376927
10019	-0.00135895206433612	-0.0030063987583539	0.00402057962103367
1002	0.000155667206474564	-0.015820038433835	0.00675951587928555
10020	-0.00135895206433594	-0.0030063987583545	0.00402057962103397
10021	-0.00133277603669602	-0.00198015195812577	0.00317094661946488
10022	-0.00133277603669946	-0.00198015195812583	0.00317094661946291
10024	-0.00233520403021092	0.000864192847477684	0.00219136486972064
10025	-0.00222484333530938	-0.00426097269564581	-0.00885884843886449
10026	-0.00154436057570189	-0.00112471800256908	0.00259323959378148
10027	0.00109137780536441	-0.0142602580498192	0.00556492387644281
10028	-0.000600179878202051	-0.00269038997522172	0.00442505652680982
10029	-0.00133277603669626	-0.00198015195812607	0.00317094661946383
1003	-0.00176722288340837	-0.0012925170501648	0.00811938923450569
10030	-0.00159161940425389	-0.00187160913858474	0.00340415123419877
10031	-0.00159161940425375	-0.00187160913858554	0.0034041512341997
10032	-0.00159161940425368	-0.00187160913858496	0.00340415123419758
10033	-0.00159161940425415	-0.00187160913858472	0.0034041512341973
10034	-0.00159161940425409	-0.0018716091385847	0.00340415123419847
10035	-0.00159161940425464	-0.00187160913858542	0.00340415123419824
10036	-0.00159161940425411	-0.00187160913858465	0.00340415123419814
10037	-0.00159161940425469	-0.0018716091385861	0.00340415123419669
10038	-0.00159161940425375	-0.00187160913858502	0.00340415123419798
10039	-0.00159161940425363	-0.00187160913858513	0.00340415123419809
1004	-0.00718089544233026	-0.00177755066906162	-0.0120214948311783
10040	-0.00184594482870818	-0.000620822143274772	0.003431235804801
10041	-0.0023352040302114	0.000864192847477325	0.00219136486972
10042	0.0050174493594465	0.00392954180100199	0.00788995844541353
10043	0.00415969928347703	0.00492698219493351	0.00678264695519033
10044	-0.00154436057569921	-0.00112471800257128	0.00259323959378184
10045	-0.00154436057570028	-0.00112471800256978	0.00259323959378247
10046	-0.00141232263071265	-0.00184057020160837	-0.00467439855144799
10047	-0.0014123226307134	-0.00184057020160934	-0.00467439855144776
10048	-0.00221999622807987	-0.00103295544904658	0.00408907690600948
10049	0.00312541629411248	0.00322687238084617	0.00539127350338439
1005	-0.0015443605756998	-0.00112471800256985	0.00259323959378202
10050	-0.00431899936626502	0.00148550446220177	0.00152572082298668
10051	-0.000599146302358873	-0.00666950075423438	0.00737069506900742
10052	0.00226929381601613	-0.00604045203975034	-0.000235756699447847
10053	-0.00169952522774429	-0.000494595858429921	0.00316726548347459
10054	-0.00169952522774391	-0.000494595858431228	0.00316726548347571
10055	-0.00169952522774413	-0.000494595858430713	0.00316726548347551
10056	-0.00169952522774455	-0.000494595858430831	0.00316726548347666
10057	-0.00169952522774329	-0.00049459585843047	0.00316726548347631
10058	-0.00169952522774387	-0.000494595858431105	0.00316726548347584
10059	-0.00169952522774399	-0.000494595858433011	0.00316726548347654
1006	-0.000324435646115142	-0.0102465191689772	-0.00203848702832963
10060	-0.0016995252277442	-0.000494595858431382	0.0031672654834758
10061	-0.00169952522774379	-0.000494595858431151	0.0031672654834765
10062	-0.00169952522774437	-0.000494595858431104	0.00316726548347508
10063	-0.00169952522774434	-0.000494595858431536	0.00316726548347635
10064	-0.00169952522774465	-0.000494595858431789	0.00316726548347641
10065	-0.00169952522774248	-0.000494595858430018	0.00316726548347667
10066	-0.00168944059546022	-0.00427793680147621	0.00222895785953207
10067	-0.00169952522774373	-0.000494595858430945	0.00316726548347504
10068	-0.00169952522774462	-0.000494595858431528	0.00316726548347601
10069	-0.00182157487722691	-0.00061003776135644	0.00338018403871465
1007	0.000181406955720832	-0.00880478593048428	0.00293387899808089
10070	0.00328469328722345	-0.00761154942749729	-0.000986083816989805
10071	-0.00180546452325703	-0.000571748716848546	0.00334515527164196
10072	-0.00182787785229358	-0.000588071766700006	0.00338279099816757
10073	-0.001810918813587	-0.00057572093591645	0.00335431393695696
10074	-0.00154436057569997	-0.00112471800257023	0.00259323959378268
10075	-0.0023212974140024	-0.00339599255899186	-0.00711691107606797
10076	-0.00169952522774396	-0.000494595858431103	0.00316726548347568
10077	-0.00747079788383516	0.00293383215036918	-0.000233978949074686
10078	-0.00431899936626551	0.0014855044622022	0.00152572082298658
10079	-0.00360788407795854	-0.00448770918765012	0.00856855131571076
1008	-0.00218227464259025	-0.00620897895118221	0.00596190172735884
10080	-0.00133277603669622	-0.00198015195812592	0.00317094661946474
10081	-0.0013327760366967	-0.00198015195812598	0.00317094661946456
10082	0.00183541549028431	0.0172723139840842	0.0130775650439262
10083	-0.00135895206433575	-0.00300639875835341	0.00402057962103327
10084	0.00440181939051025	0.00567679450161355	0.00485099049139887
10085	-0.00462424710805974	0.00107787981710768	-0.00777246552438783
10086	0.00607312622214526	-0.000250097983865218	-0.00350239994373322
10087	-0.000454606887786587	-0.00283699411519511	0.00223192819014071
10088	-0.000454606887787327	-0.00283699411519527	0.00223192819014206
10089	-0.000454606887788377	-0.00283699411519436	0.00223192819014215
1009	0.000391948378659654	-0.00998288746054978	0.00336654448481662
10090	-0.00403021115529551	0.00355826297228256	-0.000830301661686048
10091	-0.00245118638183804	0.000207023911087884	0.00362264420096669
10092	-0.00169952522774356	-0.000494595858430861	0.00316726548347553
10093	-0.00133277603669615	-0.00198015195812582	0.00317094661946413
10094	-0.00133277603669662	-0.00198015195812626	0.0031709466194641
10095	-0.00135895206433594	-0.00300639875835472	0.00402057962103368
10096	-0.00233520403021142	0.000864192847477063	0.00219136486971999
10097	-0.00654966424977498	0.00648727165782608	-0.00480336374147476
10098	-0.00292056932544411	0.00280669444625202	0.00148805380188025
10099	-0.00292056932544549	0.00280669444625312	0.00148805380188143
101	0.00049838988784024	-0.00496083727389884	0.0022905404501059
1010	0.00257250419736254	-0.052760347549681	0.00883916962164808
10100	-0.001544360575699	-0.00112471800257123	0.00259323959378195
10101	-0.00170753650719108	-0.00218863952957133	-0.00315252399633604
10102	-0.00431899936626556	0.00148550446220161	0.00152572082298686
10103	-0.00431899936626556	0.00148550446220161	0.00152572082298686
10104	-0.00431899936626556	0.00148550446220161	0.00152572082298686
10105	-0.00431899936626556	0.00148550446220161	0.00152572082298686
10106	-0.00431899936626556	0.00148550446220161	0.00152572082298686
10107	-0.00431899936626556	0.00148550446220161	0.00152572082298686
10108	-0.00185234334974627	0.000467832958038151	-0.0070017462352391
10109	-0.0025639501259927	0.00239325670437869	0.00155331736078774
1011	0.00245083967328226	-0.00149234211272334	0.0007509042511503
10110	-0.00239115911438071	0.00336414106122217	-0.000117867868855028
10111	-0.00430931207577477	0.00323861353640639	-0.00634446939143985
10112	-6.85780999065395e-05	0.00564720847217755	0.00616815401300825
10113	-0.00233520403021105	0.000864192847476682	0.00219136486971985
10114	-0.00233520403021105	0.000864192847476682	0.00219136486971985
10115	-0.00553824863789625	0.00572263109599721	-0.000571984649665392
10116	-0.00173860329955802	0.0078298536042649	0.00497024649631872
10117	-0.00614469031306779	-0.00142081421481887	-0.00739099724817565
10118	-0.00635903067625339	-0.00134153851024189	-0.00758115870929425
10119	-0.00630467220795309	-0.00136164347698817	-0.0075329322082166
1012	-0.00233520403021105	0.000864192847476682	0.00219136486971985
10120	-0.00589702382050388	-0.00151241588706716	-0.00717126904861441
10121	-0.00711957283587495	-0.00106024517534035	-0.00825590706824285
10122	-0.00766681148341474	-0.000363596517829092	-0.00848188211567624
10123	-0.00612739880399619	0.00368096505297448	-0.0103421277186514
10124	-0.00387464440131041	0.00452937713925145	0.000308157221997842
10125	-0.00431899936626556	0.00148550446220161	0.00152572082298686
10126	-0.00185234334974627	0.000467832958038151	-0.0070017462352391
10127	-0.0025639501259927	0.00239325670437869	0.00155331736078774
10128	-0.0025639501259927	0.00239325670437869	0.00155331736078774
10129	-0.0065442497603802	0.00587249246032339	-0.00248009383497228
1013	0.00163942437639971	-0.0488992076631092	0.00703048934735232
10130	-0.00233520403021105	0.000864192847476682	0.00219136486971985
10131	-0.00233520403021105	0.000864192847476682	0.00219136486971985
10132	-0.00233520403021105	0.000864192847476682	0.00219136486971985
10133	-0.00731243794074315	0.0162496366273409	0.00650259774855715
10134	-0.00550070430582913	0.00566055158326558	0.00148396542027593
10135	-0.000942087600861195	0.00125454529332123	0.00378103675612588
10136	-0.000942087600861195	0.00125454529332123	0.00378103675612588
10137	-0.00538232633247436	0.00219654293363112	0.00273692650072268
10138	0.0384068550892468	-0.00399974388220451	0.00394611275319002
10139	-0.00614441170793278	0.00102497947404475	0.000814174368498194
1014	-0.000454606887787421	-0.00283699411519475	0.00223192819014176
10140	-0.00794968885054134	0.00442501471930698	-0.00134378011410632
10141	-0.00185234334974627	0.000467832958038151	-0.0070017462352391
10142	-0.0025639501259927	0.00239325670437869	0.00155331736078774
10143	-0.0025639501259927	0.00239325670437869	0.00155331736078774
10144	-0.0025639501259927	0.00239325670437869	0.00155331736078774
10145	-0.00135895206433598	-0.00300639875835393	0.00402057962103341
10146	-0.00233520403021105	0.000864192847476682	0.00219136486971985
10147	-0.00443415177100245	0.00357172118968358	0.00241558041163696
10148	-0.00233520403021105	0.000864192847476682	0.00219136486971985
10149	-0.00233520403021105	0.000864192847476682	0.00219136486971985
1015	-0.00142983307587719	-0.000694990352452868	0.00549496903778142
10150	-0.00233520403021105	0.000864192847476682	0.00219136486971985
10151	-0.00233520403021105	0.000864192847476682	0.00219136486971985
10152	-0.00292056932544513	0.00280669444625294	0.00148805380188181
10153	-0.00292056932544513	0.00280669444625294	0.00148805380188181
10154	-0.00292056932544513	0.00280669444625294	0.00148805380188181
10155	-0.00292056932544513	0.00280669444625294	0.00148805380188181
10156	-0.00292056932544513	0.00280669444625294	0.00148805380188181
10157	-0.00292056932544513	0.00280669444625294	0.00148805380188181
10158	-0.00928391020484831	0.0190867642871121	0.00737703363954974
10159	-0.000454606887787421	-0.00283699411519475	0.00223192819014176
1016	0.000583854084236873	-0.00108483540860096	0.00201943977767983
10160	-0.000454606887787421	-0.00283699411519475	0.00223192819014176
10161	-0.000454606887787421	-0.00283699411519475	0.00223192819014176
10162	-0.000454606887787421	-0.00283699411519475	0.00223192819014176
10163	-0.00569338055934304	0.00360903716927917	-0.000751749137853658
10164	-0.00569338055934304	0.00360903716927917	-0.000751749137853658
10165	-0.00569338055934304	0.00360903716927917	-0.000751749137853658
10166	-0.00133277603669644	-0.00198015195812622	0.00317094661946449
10167	-0.00135895206433598	-0.00300639875835393	0.00402057962103341
10168	-0.00135895206433598	-0.00300639875835393	0.00402057962103341
10169	-0.00135895206433598	-0.00300639875835393	0.00402057962103341
1017	0.000583854084236873	-0.00108483540860096	0.00201943977767983
10170	-0.00233520403021105	0.000864192847476682	0.00219136486971985
10171	-0.00351203628866436	-0.00622237282437259	0.00933547293399858
10172	-0.00367252966909628	0.00450903072204738	0.00336713816191796
10173	-0.00569338055934304	0.00360903716927917	-0.000751749137853658
10174	-0.00259091773329873	-0.00476352874805492	0.00689326987021382
10175	-0.00569338055934304	0.00360903716927917	-0.000751749137853658
10176	-0.00969344605929981	0.0135435397269766	0.00684043846818048
10177	-0.00431899936626556	0.00148550446220161	0.00152572082298686
10178	-0.0025639501259927	0.00239325670437869	0.00155331736078774
10179	-0.00256351637210408	-0.00479606206789859	0.00688648433005906
1018	-0.000683807077323199	-0.0069428652939772	0.00838823161050568
10180	-0.00135895206433598	-0.00300639875835393	0.00402057962103341
10181	-0.00135895206433598	-0.00300639875835393	0.00402057962103341
10182	-0.00233520403021105	0.000864192847476682	0.00219136486971985
10183	-0.00724159180985583	0.00845050745832543	0.00350165547624081
10184	-0.00310003213687801	0.00107210348979786	0.0034360873692935
10185	-0.00160800243635039	0.00680660077724828	-0.00842775499744083
10186	-0.00765009666259454	0.00433316235881114	0.00108444113640385
10187	-0.00154436057570021	-0.00112471800256981	0.00259323959378205
10188	-0.00154436057570021	-0.00112471800256981	0.00259323959378205
10189	-0.00154436057570021	-0.00112471800256981	0.00259323959378205
1019	-0.00113663214185244	-0.00351378496834174	0.00273470542729012
10190	-0.00154436057570021	-0.00112471800256981	0.00259323959378205
10191	-0.00382977093691914	0.00480913276798043	0.00362441106952976
10192	-0.00329671690528388	0.00310555957286502	0.00087657159738825
10193	0.00646602502618404	-0.01470767890866	0.00221835821028685
10194	-0.00218459718571632	-0.0013110396708573	0.00378639594301346
10195	-0.00465328553296585	0.00308272611468819	0.000449952957897492
10196	-0.00431899936626556	0.00148550446220161	0.00152572082298686
10197	-0.00431899936626556	0.00148550446220161	0.00152572082298686
10198	-0.00431899936626556	0.00148550446220161	0.00152572082298686
10199	-0.00431899936626556	0.00148550446220161	0.00152572082298686
102	0.00626881844236259	-0.0027814742120177	-0.00673671885663925
1020	-0.00312241641144147	0.00248089161318318	-0.00507593873509342
10200	-0.00567230948222687	0.00631256594169688	0.00250368567195232
10201	-0.00948807002522701	0.00854629033453461	0.00547631993044758
10202	-0.00591939481781965	0.00106611563861431	-0.0144598220732136
10203	-0.00133277603669644	-0.00198015195812622	0.00317094661946449
10204	-0.00133277603669644	-0.00198015195812622	0.00317094661946449
10205	-0.00133277603669644	-0.00198015195812622	0.00317094661946449
10206	-0.00133277603669644	-0.00198015195812622	0.00317094661946449
10207	-0.00133277603669644	-0.00198015195812622	0.00317094661946449
10208	-0.00133277603669644	-0.00198015195812622	0.00317094661946449
10209	-0.00133277603669644	-0.00198015195812622	0.00317094661946449
1021	-4.42262342970077e-05	-0.00162704927940981	0.00515885112046319
10210	-0.00135895206433598	-0.00300639875835393	0.00402057962103341
10211	-0.00135895206433598	-0.00300639875835393	0.00402057962103341
10212	-0.00135895206433598	-0.00300639875835393	0.00402057962103341
10213	-0.00135895206433598	-0.00300639875835393	0.00402057962103341
10214	-0.00135895206433598	-0.00300639875835393	0.00402057962103341
10215	-0.00135895206433598	-0.00300639875835393	0.00402057962103341
10216	-0.00112966868736448	0.00714006538557794	0.00611584946938603
10217	-0.00292056932544513	0.00280669444625294	0.00148805380188181
10218	-0.00612398559734613	0.00608063501641768	7.12806014121859e-05
10219	-0.00794759776771795	0.00827393590293015	0.00122708456632465
1022	-0.00169952522774391	-0.00049459585843108	0.00316726548347581
10220	-0.00648560517274451	0.00390221705233832	-8.32236902503213e-06
10221	-0.00769554321931231	0.00434998084180013	0.00112708836831706
10222	-0.00350970848632402	0.00160871188909241	0.00203628429797776
10223	-0.00751837980508166	0.0135983384051452	0.0128634348959877
10224	-0.00154436057570021	-0.00112471800256981	0.00259323959378205
10225	-0.00154436057570021	-0.00112471800256981	0.00259323959378205
10226	-0.00154436057570021	-0.00112471800256981	0.00259323959378205
10227	-0.00569338055934304	0.00360903716927917	-0.000751749137853658
10228	-0.0062900262048951	0.00637533575680832	0.00116666787908089
10229	-0.0182741823183422	0.0315406035715581	-0.00723016208368866
1023	-0.00169952522774391	-0.00049459585843108	0.00316726548347581
10230	-0.00431899936626556	0.00148550446220161	0.00152572082298686
10231	-0.00431899936626556	0.00148550446220161	0.00152572082298686
10232	-0.00431899936626556	0.00148550446220161	0.00152572082298686
10233	-0.00766781484804302	0.00433971935723045	0.00110106795300946
10234	-0.00623422635675502	0.00380918887493935	-0.00024421726267223
10235	-0.00335502188378357	0.0015106559639107	0.00205670898571561
10236	-0.0077254779018797	0.00930630759878064	-0.00112998789302313
10237	-0.00133277603669644	-0.00198015195812622	0.00317094661946449
10238	-0.00133277603669644	-0.00198015195812622	0.00317094661946449
10239	-0.00139201578518484	-0.00359037645785571	0.00202344037174848
1024	-0.00146965666971591	-0.00652301143601351	0.0071260294646802
