CLUSTERID1	CLUSTERID2	DeltaMZ	MinRatio	Cosine	AlignScore2	AlignScore3
2081	2082	-1.031	0.000	0.8618	0.8784	1
2081	2085	-45.057	0.000	0.7536	0.7004	1
2081	2201	0.984	0.000	0.7092	0.7106	1
2081	2524	15.995	0.000	0.7427	0.7288	1
2081	2761	15.995	0.000	0.7013	0.6672	1
2081	2921	44.026	0.000	0.7176	0.6668	1
2081	3310	14.015	0.000	0.7332	0.7143	1
2081	3399	15.995	0.000	0.7189	0.7188	1
2081	3452	-1.032	0.000	0.7583	0.7784	1
2081	3468	0.000	0.000	0.8178	0.7952	1
2081	3469	44.027	0.000	0.7225	0.6992	1
2081	3470	18.011	0.000	0.7011	0.7086	1
2081	3486	0.984	0.000	0.7124	0.7115	1
2081	3570	15.995	0.000	0.7076	0.7138	1
2081	4046	-15.995	0.000	0.7154	0.6838	1
2081	5299	16.031	0.000	0.7022	0.6755	1
2081	5475	2.016	0.000	0.7326	0.7293	1
2081	6377	50.016	0.000	0.7008	0.6274	1
2081	6711	52.031	0.000	0.7117	0.6480	1
2081	6765	36.036	0.000	0.7091	0.7520	1
2081	7634	36.035	0.000	0.7207	0.6928	1
2081	8283	24.000	0.000	0.7591	0.7602	1
2081	8666	38.051	0.000	0.7341	0.7175	1
2081	8911	2.017	0.000	0.7567	0.7404	1
2081	8912	-38.050	0.000	0.7093	0.6843	1
2081	9213	50.015	0.000	0.7245	0.6351	1
2081	9447	-80.061	0.000	0.7031	0.6143	1
2081	9489	-62.052	0.000	0.7284	0.6691	1
2081	9617	-66.084	0.000	0.7038	0.6331	1
2081	10059	58.042	0.000	0.7093	0.6475	1
2081	10534	-2.018	0.000	0.7314	0.6834	1
2081	10618	38.052	0.000	0.7114	0.6942	1
2081	10681	-64.067	0.000	0.7467	0.6878	1
2081	10685	-94.043	0.000	0.7368	0.6343	1
2081	12101	52.031	0.000	0.7440	0.6990	1
2081	12103	52.023	0.000	0.7720	0.7178	1
2081	12116	52.025	0.000	0.7159	0.6680	1
2081	13731	-140.119	0.000	0.7310	0.6347	1
2082	2085	-44.026	0.000	0.7929	0.7011	1
2082	2352	78.047	0.000	0.7781	0.6549	1
2082	2415	-45.058	0.000	0.7592	0.6876	1
2082	2532	94.078	0.000	0.7600	0.6058	1
2082	2535	78.047	0.000	0.7474	0.5888	1
2082	2536	12.000	0.000	0.7373	0.6597	1
2082	2546	-28.031	0.000	0.8356	0.7460	1
2082	2921	45.058	0.000	0.7062	0.7025	1
2082	2929	-44.026	0.000	0.7024	0.6420	1
2082	3063	-28.032	0.000	0.8016	0.7391	1
2082	3262	-63.068	0.000	0.7090	0.6003	1
2082	3420	94.078	0.000	0.7787	0.6008	1
2082	3422	-28.031	0.000	0.7714	0.7162	1
2082	3452	-0.000	0.000	0.9068	0.8828	1
2082	3461	-61.052	0.000	0.7004	0.6006	1
2082	3468	1.031	0.000	0.7438	0.6998	1
2082	3486	2.016	0.000	0.7012	0.7068	1
2082	4701	-48.021	0.000	0.7332	0.6411	1
2082	5729	-44.026	0.000	0.7487	0.6562	1
2082	5913	-44.026	0.000	0.7058	0.6543	1
2083	2085	-28.031	0.000	0.7373	0.6979	1
2083	2157	-30.047	0.000	0.7102	0.6826	1
2083	2200	35.037	0.000	0.7250	0.6818	1
2083	2201	18.011	0.000	0.8045	0.7830	1
2083	2217	3.995	0.000	0.7853	0.7698	1
2083	2277	-12.000	0.000	0.7006	0.6616	1
2083	2416	-14.016	0.000	0.7006	0.6618	1
2083	2450	35.037	0.000	0.7385	0.6863	1
2083	2451	18.011	0.000	0.7692	0.7447	1
2083	2683	3.995	0.000	0.8124	0.7587	1
2083	2929	-28.031	0.000	0.7211	0.7030	1
2083	2994	-0.000	0.000	0.8018	0.7650	1
2083	3226	2.015	0.000	0.8045	0.7672	1
2083	3454	-28.032	0.000	0.7137	0.6714	1
2083	3460	-0.000	0.000	0.8760	0.8608	1
2083	3468	17.026	0.000	0.7239	0.7034	1
2083	3486	18.010	0.000	0.7564	0.7439	1
2083	3870	-0.000	0.000	0.8478	0.8162	1
2083	5225	-14.016	0.000	0.7246	0.7347	1
2083	5801	-157.111	0.000	0.7126	0.6213	1
2083	6073	-131.074	0.000	0.7400	0.6978	1
2083	7414	76.031	0.000	0.7085	0.5807	1
2083	7430	76.030	0.000	0.7049	0.5807	1
2083	7589	76.030	0.000	0.7079	0.5807	1
2083	7591	76.031	0.000	0.7037	0.5719	1
2083	7705	76.034	0.000	0.7164	0.5903	1
2083	7713	76.031	0.000	0.7182	0.6038	1
2083	7930	76.029	0.000	0.7109	0.5932	1
2083	7933	76.031	0.000	0.7052	0.5769	1
2083	9734	76.032	0.000	0.7137	0.5942	1
2083	9950	76.033	0.000	0.7152	0.5807	1
2083	10347	-10.969	0.000	0.7035	0.6886	1
2085	2086	-17.026	0.000	0.8112	0.7876	1
