CLUSTERID1	CLUSTERID2	DeltaMZ	MinRatio	Cosine	AlignScore2	AlignScore3
9363	9364	-18.010	0.000	0.9431	0.8207	1
9363	9579	-60.022	0.000	0.7086	0.6496	1
9363	9755	-60.022	0.000	0.7134	0.6654	1
9363	9760	-60.021	0.000	0.7121	0.6853	1
9363	9804	-0.000	0.000	0.9836	0.9150	1
9363	9805	-18.011	0.000	0.9354	0.7784	1
9363	9942	0.000	0.000	0.9617	0.8508	1
9363	9956	-18.010	0.000	0.7782	0.5616	1
9363	10167	-60.022	0.000	0.7151	0.6939	1
9363	10333	-18.010	0.000	0.7676	0.6694	1
9363	10366	-60.021	0.000	0.7038	0.6657	1
9363	10585	-0.000	0.000	0.9798	0.8885	1
9363	10586	-18.011	0.000	0.9382	0.7869	1
9363	10743	-60.021	0.000	0.7102	0.7023	1
9363	10891	-0.000	0.000	0.9227	0.7548	1
9363	10892	-18.011	0.000	0.9372	0.8210	1
9363	11141	-60.021	0.000	0.7131	0.6785	1
9363	11316	-60.021	0.000	0.7081	0.6776	1
9363	11382	-0.000	0.000	0.9847	0.9355	1
9363	11383	-18.011	0.000	0.9398	0.8165	1
9363	11727	-60.021	0.000	0.7124	0.6757	1
9363	11964	-60.021	0.000	0.7184	0.7073	1
9363	12015	-0.000	0.000	0.9664	0.9088	1
9363	12194	-0.000	0.000	0.9821	0.9162	1
9363	12199	-18.011	0.000	0.9197	0.7728	1
9363	12769	-60.021	0.000	0.7073	0.6767	1
9364	9804	18.010	0.000	0.9518	0.8598	1
9364	9805	-0.001	0.000	0.9691	0.8635	1
9364	9942	18.010	0.000	0.9304	0.7865	1
9364	9956	-0.000	0.000	0.7699	0.6558	1
9364	10333	-0.000	0.000	0.7991	0.7805	1
9364	10585	18.010	0.000	0.9516	0.8325	1
9364	10586	-0.001	0.000	0.9735	0.8609	1
9364	10891	18.010	0.000	0.8812	0.6937	1
9364	10892	-0.001	0.000	0.9756	0.9012	1
9364	11382	18.010	0.000	0.9605	0.8994	1
9364	11383	-0.001	0.000	0.9770	0.8984	1
9364	12015	18.010	0.000	0.9037	0.7976	1
9364	12194	18.010	0.000	0.9316	0.8143	1
9364	12199	-0.001	0.000	0.9496	0.8449	1
9365	9366	-222.234	0.000	0.7086	0.4799	1
9365	10415	-317.294	0.000	0.7207	0.5749	1
9365	10424	-317.298	0.000	0.7349	0.5946	1
9365	11868	-345.330	0.000	0.7236	0.5667	1
9366	10577	-42.011	0.000	0.7731	0.6666	1
9367	9376	-29.976	0.000	0.9439	0.7869	1
9367	9446	-246.078	0.000	0.7868	0.5257	1
9367	9448	-246.073	0.000	0.7926	0.4858	1
9367	9602	-164.069	0.000	0.8822	0.6768	1
9367	9626	-55.992	0.000	0.9239	0.7218	1
9367	9684	-55.990	0.000	0.9306	0.7308	1
9367	9794	-15.997	0.000	0.9083	0.6829	1
9367	9796	-15.998	0.000	0.8261	0.6379	1
9367	9808	19.040	0.000	0.7197	0.6397	1
