"features"	"LV1"	"LV2"
10154	-0.00406030963585363	0.0143485113951349
10155	-0.00406030963585363	0.0143485113951349
10156	-0.00406030963585363	0.0143485113951349
10157	-0.00406030963585363	0.0143485113951349
10158	-0.00737535809269553	0.010539983856374
10159	-0.00221340035501749	-0.000659847365975479
1016	-0.0020306306756861	-0.00132236563111843
10160	-0.00221340035501749	-0.000659847365975479
10161	-0.00221340035501749	-0.000659847365975479
10162	-0.00221340035501749	-0.000659847365975479
10163	-0.00241000493476091	0.00782744062702655
10164	-0.00241000493476091	0.00782744062702655
10165	-0.00241000493476091	0.00782744062702655
10166	-0.00311615420277381	-0.0045189337523159
10167	-0.00262447217642777	-0.00201904832157958
10168	-0.00262447217642777	-0.00201904832157958
10169	-0.00262447217642777	-0.00201904832157958
1017	-0.0020306306756861	-0.00132236563111843
10170	-0.00284774128980417	0.0158451899838471
10171	-0.00628814477448019	-0.00265427045268518
10172	-0.00415278722613746	0.0145232814426496
10173	-0.00241000493476091	0.00782744062702655
10174	-0.005545936653084	-0.00638820416111093
10175	-0.00241000493476091	0.00782744062702655
10176	-0.0066505593081878	0.014459903280189
10177	-0.00168125629161066	0.00589045079534343
10178	-0.00371779212797442	0.0141828582907873
10179	-0.00544085544474269	-0.0061032651422097
1018	-0.00528176745426219	-0.00533801803205155
10180	-0.00262447217642777	-0.00201904832157958
10181	-0.00262447217642777	-0.00201904832157958
10182	-0.00284774128980417	0.0158451899838471
10183	-0.0061745784537403	0.0170330442291611
10184	-0.00293152157246779	0.00181365075824195
10185	-0.00260494268083819	0.00214224930717208
10186	-0.00479618668486282	0.0211044553971968
10187	-0.00246591873254906	-0.0049646930849504
10188	-0.00246591873254906	-0.0049646930849504
10189	-0.00246591873254906	-0.0049646930849504
1019	-0.00220370459223298	-0.000984299245660393
10190	-0.00246591873254906	-0.0049646930849504
10191	-0.00421448706640368	0.0145715671685843
10192	-0.00430587098034911	0.0144181467157172
10193	-0.00634064609592524	0.000832007261408714
10194	-0.00317110530264767	-0.00548613553680806
10195	-0.00484542853471249	0.00612298679743019
10196	-0.00168125629161066	0.00589045079534343
10197	-0.00168125629161066	0.00589045079534343
10198	-0.00168125629161066	0.00589045079534343
10199	-0.00168125629161066	0.00589045079534343
102	-0.00981650964517456	-0.00588074109443126
1020	-0.00203841474241847	0.000578045638085109
10200	-0.00583791703496315	0.0177957239576881
10201	-0.00734946611168411	0.010125685159521
10202	-0.00423349315056501	0.00225099285023511
10203	-0.00311615420277381	-0.0045189337523159
10204	-0.00311615420277381	-0.0045189337523159
10205	-0.00311615420277381	-0.0045189337523159
10206	-0.00311615420277381	-0.0045189337523159
10207	-0.00311615420277381	-0.0045189337523159
10208	-0.00311615420277381	-0.0045189337523159
10209	-0.00311615420277381	-0.0045189337523159
1021	-0.00367020923805267	-0.00414887222462918
10210	-0.00262447217642777	-0.00201904832157958
10211	-0.00262447217642777	-0.00201904832157958
10212	-0.00262447217642777	-0.00201904832157958
10213	-0.00262447217642777	-0.00201904832157958
10214	-0.00262447217642777	-0.00201904832157958
10215	-0.00262447217642777	-0.00201904832157958
10216	-0.00236981706308906	-0.000828252544892101
10217	-0.00406030963585363	0.0143485113951349
10218	-0.00587561590048949	0.0157176775862164
10219	-0.00734828103756305	0.0219776850948474
1022	-0.00187193663623611	-0.0013841829534341
10220	-0.00337610927219588	0.0132029664255546
10221	-0.00485160798183315	0.0214128264499992
10222	-0.00334490839564358	0.0174599360561636
10223	-0.00369286267371469	0.0034678562619759
10224	-0.00246591873254906	-0.0049646930849504
10225	-0.00246591873254906	-0.0049646930849504
10226	-0.00246591873254906	-0.0049646930849504
10227	-0.00241000493476091	0.00782744062702655
10228	-0.00635232155487201	0.0196314572437077
10229	-0.0149465098503721	0.0225127532377397
1023	-0.00187193663623611	-0.0013841829534341
10230	-0.00168125629161066	0.00589045079534343
10231	-0.00168125629161066	0.00589045079534343
10232	-0.00168125629161066	0.00589045079534343
10233	-0.00481779370833027	0.0212246795878748
10234	-0.00306955711469098	0.01149727174289
10235	-0.00327942963981861	0.0172472679963771
10236	-0.00448906543536981	0.00899481270281292
10237	-0.00311615420277381	-0.0045189337523159
10238	-0.00311615420277381	-0.0045189337523159
10239	-0.00178599077340196	-0.00233648960371128
1024	-0.00572223442581414	-0.00349780761268614
10240	-0.0024622627780144	0.00811820982627309
10241	-0.00635434114096275	0.0189518715037101
10242	-0.00246591873254906	-0.0049646930849504
10243	-0.00246591873254906	-0.0049646930849504
10244	-0.00246591873254906	-0.0049646930849504
10245	-0.00246591873254906	-0.0049646930849504
10246	-0.00246591873254906	-0.0049646930849504
10247	-0.0028914901211015	-6.06556879209284e-05
10248	-0.0219575930719846	0.0225530676441575
10249	-0.00966801848756214	-0.00221825834282366
1025	-0.00299336819927807	0.000905444414467298
10250	-0.00261754974733205	0.00364608579412765
10251	-0.0016663230309908	-0.000390700402135913
10252	-0.0051664497084331	0.0233761092016558
10253	-0.0045211518351968	0.0212802500950416
10254	-0.00521064318398199	0.0235196449268202
10255	-0.0154386476259171	0.0235146997844586
10256	-0.00317263250936551	0.00217595246257111
10257	-0.00284774128980417	0.0158451899838471
10258	-0.00999191474524393	0.0123798638010883
10259	-0.00291141680522121	-0.00197782740234728
1026	-0.00758772319891384	-0.00817457779142065
10260	-0.00505600690217085	0.00168800968613646
10261	-0.00406030963585363	0.0143485113951349
10263	-0.0015913282086952	-0.00105720591127718
10264	-0.00428724404105802	-0.000158359729796272
10265	-0.00445077845450587	0.0210516848124
10266	-0.00578483650647529	0.00453241195125647
10267	-0.00964876677458368	0.0215655863450735
10268	-0.00355227049747235	-0.00233290959795352
10269	-0.00846854357371797	-0.00365469302534401
1027	-0.00592607374142616	0.00414881219985238
10270	-0.00769879588094549	0.00956345901009313
10271	-0.00246591873254906	-0.0049646930849504
10272	-0.00246591873254906	-0.0049646930849504
10273	-0.00246591873254906	-0.0049646930849504
10274	-0.00246591873254906	-0.0049646930849504
10275	-0.00246591873254906	-0.0049646930849504
10276	-0.0231984868433727	0.0161077176945524
10277	-0.00241000493476091	0.00782744062702655
10278	-0.0042486037667323	-0.0043981326378608
10279	-0.00425459223865291	0.00522229020360952
1028	-0.0021570527575382	-0.00222254315413923
10280	-0.00484003969650464	0.022315964074322
10281	-0.00470009221904386	0.02186142949851
10282	-0.00374394355692593	0.0187559599721244
10283	-0.00528478328081075	0.00839687520350508
10284	-0.00371779212797442	0.0141828582907873
10285	-0.00187849859214961	-0.00232203410719496
10286	-0.00350168830857867	-0.00093921281752562
10287	-0.00178599077340196	-0.00233648960371128
10288	-0.00284774128980417	0.0158451899838471
10289	-0.00284774128980417	0.0158451899838471
1029	-0.00426236299535046	-0.00256805800326994
10290	-0.00284774128980417	0.0158451899838471
10291	-0.00284774128980417	0.0158451899838471
10292	-0.00284774128980417	0.0158451899838471
10293	-0.00325784721911872	-0.0012816839304699
10294	-0.0153378210631192	0.0183201037729794
10295	-0.0171928886364222	0.0255954499266151
10296	-0.00582646184148565	0.0179948289828376
10297	-0.00217883813998878	-0.00193567940194321
10298	-0.00291141680522121	-0.00197782740234728
10299	-0.00406030963585363	0.0143485113951349
103	-0.00435906244879893	-0.00122603606946057
1030	-0.00430856083130843	-0.00260359873560817
10300	-0.00406030963585363	0.0143485113951349
10301	-0.00515258362262167	0.0139825970802706
10302	-0.00260494268083819	0.00214224930717208
10303	-0.00260494268083819	0.00214224930717208
10304	-0.00547986175439906	0.0111705134145673
10305	-0.00831363343273524	0.0065490564991185
10306	-0.000856946357927345	-0.000573805743707951
10307	-0.00230140744905649	-0.000637233526518921
10308	-0.00209885775283338	0.000748702225148086
10309	-0.00209885775283338	0.000748702225148086
1031	-0.00220370459223298	-0.000984299245660393
10310	-0.00209885775283338	0.000748702225148086
10311	-0.00246591873254906	-0.0049646930849504
10312	-0.00761834347813322	0.00987340422764042
10313	-0.0117671476881693	-0.00714049861332638
10314	-0.0160123820840775	0.0187360990990379
10315	-0.00397284221908525	-0.00517799751263561
10316	-0.00241000493476091	0.00782744062702655
10317	-0.0148113432536646	0.0247884848647354
10318	-0.00220166857257437	0.00542865892078408
10319	-0.00168125629161066	0.00589045079534343
1032	-0.00220370459223298	-0.000984299245660393
10320	-0.00168125629161066	0.00589045079534343
10321	-0.00168125629161066	0.00589045079534343
10322	-0.00168125629161066	0.00589045079534343
10323	-0.00168125629161066	0.00589045079534343
10324	-0.00168125629161066	0.00589045079534343
10325	-0.00168125629161066	0.00589045079534343
10326	-0.00168125629161066	0.00589045079534343
10327	-0.00168125629161066	0.00589045079534343
10328	-0.00168125629161066	0.00589045079534343
10329	-0.00405586494634958	0.0197690475889991
1033	-0.00210092887357997	0.000289755516491121
10330	-0.00431061921727891	0.0184026970593206
10331	-0.0018071175331358	-0.0013037441261139
10332	-0.00210501114078228	-0.00173464046656946
10333	-0.00311615420277381	-0.0045189337523159
10334	-0.00569902418002118	0.015016121037467
10335	-0.00406030963585363	0.0143485113951349
10336	-0.00406030963585363	0.0143485113951349
10337	-0.00406030963585363	0.0143485113951349
10338	-0.0019958307225369	0.00167222124294979
10339	-0.00654481176880468	0.0189704412172394
1034	-0.0016663230309908	-0.000390700402135913
10340	-0.00421015965662757	-0.00470839748861679
10341	-0.00863721356348445	0.00902766222816809
10342	-0.00398094875206159	0.0195257277292204
10343	-0.00418320335673255	0.0201826292511925
10344	-0.00907255008164255	0.0104425980034574
10345	-0.0140039113332331	-0.00790547246608019
10346	-0.00224558879986825	-0.000247458447572311
10347	-0.00215524777787133	0.000408344270398084
10348	-0.00612966469395735	0.0127795473715094
10349	-0.0102545536729768	-0.00628410007926794
1035	-0.0046494711293282	-0.00157297720885948
10350	-0.00863327254995687	0.00384849788694985
10351	-0.00672755135527024	0.0145508702734109
10352	-0.00378142242347343	-0.00503073520956437
10353	-0.00407258735447265	-0.00602453367467614
10354	-0.00365223874267387	0.000923336861472904
10355	-0.00498148690124848	0.00042140455953398
10356	-0.00349093491893655	0.00125637957850692
10357	-0.00365834758832443	0.00153574542280029
10358	-0.00168125629161066	0.00589045079534343
10359	-0.00362793649176896	0.018379181318382
1036	-0.00229079695008393	0.00066196267996259
10360	-0.00314033589676502	0.0167955062594449
10361	-0.00871549898771026	0.0304627602174302
10362	-0.00187849859214961	-0.00232203410719496
10363	-0.00270493089955949	0.00102464666942839
10364	-0.00311615420277381	-0.0045189337523159
10365	-0.00557484607499451	0.0136045404464818
10366	-0.00537548840992402	-0.00625707560796438
10367	-0.00266939922428238	-0.00206514259316419
10368	-0.00438869183923551	0.0145619420879475
10369	-0.00212918276206122	-0.000395285032307305
1037	-0.00586946060539442	-0.00768299523077737
10370	-0.00284774128980417	0.0158451899838471
10371	-0.00284774128980417	0.0158451899838471
10372	-0.00406030963585363	0.0143485113951349
10373	-0.00359141303372742	0.0011843741252513
10374	-0.00638181159372355	0.0196383628124811
10375	-0.00370780699162466	0.0186385922376104
10376	-0.00688974080199281	-0.00900580664594305
10377	-0.00215524777787133	0.000408344270398084
10378	-0.00449233946455483	-0.00438066546825004
10379	-0.00720493590127973	0.000792774056208971
1038	-0.0045994128508531	-0.00262149089090543
10380	-0.0061682487361097	-0.00645474159510764
10381	-0.00263096641611544	0.000126338431267192
10382	-0.00179165963160871	0.000639925538544982
10383	-0.0038368005104744	0.00268129125683809
10384	-0.00377254378976517	-0.000756777846452286
10385	-0.00366004360066777	-0.00493735654445136
10386	-0.00242757475249526	-0.000518076989039468
10387	-0.00284774128980417	0.0158451899838471
10388	-0.00284774128980417	0.0158451899838471
10389	-0.00284774128980417	0.0158451899838471
1039	-0.00379732882258186	0.000451883081696268
10390	-0.00284774128980417	0.0158451899838471
10391	-0.00177938968706487	0.000185529752253004
10392	-0.00406030963585363	0.0143485113951349
10393	-0.00406030963585363	0.0143485113951349
10394	-0.00220370459223298	-0.000984299245660393
10395	-0.00400894160661684	0.0113697020907351
10396	-0.00523853073091382	0.0036533110117829
10397	-0.00541930854693977	-0.000471715482792636
10398	-0.00582076951194251	0.0160807317708145
10399	-0.00196045058393682	-0.001562390198576
104	-0.00350972129932477	-0.00116702292526507
1040	-0.00337018437506343	0.000511446596796401
10400	-0.00532300006314038	0.0111042468691474
10401	-0.00107045537974229	-0.000787036716549739
10402	-0.00371779212797442	0.0141828582907873
10403	-0.00824330414866059	-0.00446284745023286
10404	-0.00731321970532558	0.00885495439821148
10405	-0.00562604865754216	-0.00371904639966885
10406	-0.00432808868550118	-0.0024840475836939
10407	-0.00220370459223298	-0.000984299245660393
10408	-0.00538404320471554	0.00210875714896135
10409	-0.00220370459223298	-0.000984299245660393
1041	-0.00392061327674438	0.000434691577768772
10410	-0.00246591873254906	-0.0049646930849504
10411	-0.00126342085690503	-0.000996034873481045
10412	-0.00275799752887349	-0.00295654821690396
10413	-0.00295864909238641	-0.0027271657710732
10414	-0.00532630874830635	0.0081394910788522
10415	-0.00558376503131262	-0.00419759905696337
10416	-0.00300315877120415	0.0163499694930148
10417	-0.00371779212797442	0.0141828582907873
10418	-0.00371779212797442	0.0141828582907873
10419	-0.00217336981929824	0.000663592379269482
1042	-0.00193440435046334	-0.000269744634181661
10420	-0.00446422847980107	-0.00403805018147234
10421	-0.00406030963585363	0.0143485113951349
10422	-0.00220370459223298	-0.000984299245660393
10423	-0.00220370459223298	-0.000984299245660393
10424	-0.00220370459223298	-0.000984299245660393
10425	-0.00220370459223298	-0.000984299245660393
10426	-0.00220370459223298	-0.000984299245660393
10427	-0.00295594137507385	0.0161966123942629
10428	-0.00188422094414259	-0.000218220509746232
10429	-0.00245022410319946	-0.00135884005821048
1043	-0.00554472354075596	-0.00495557410292111
10430	-0.00262005666276204	-0.00279287234186221
10431	-0.00168125629161066	0.00589045079534343
10432	-0.00155985532409016	-0.000703836695778549
10433	-0.0036622211163943	-0.00126315987345212
10434	-0.00371779212797442	0.0141828582907873
10435	-0.00371779212797442	0.0141828582907873
10436	-0.00311615420277381	-0.0045189337523159
10437	-0.00787748581268449	-0.00413730433569588
10438	-0.00406030963585363	0.0143485113951349
10439	-0.00126342085690503	-0.000996034873481045
1044	-0.00232751379601566	-0.00103684873613278
10440	-0.00258543120088782	-0.00282067860291332
10441	-0.00518191246906844	-0.00609253252164678
10442	-0.00572640018144368	-0.0020927889000911
10443	-0.00268584569971034	-0.00302284551188423
10444	-0.00196747049395768	-0.00235851570769666
10445	-0.00232751379601566	-0.00103684873613278
10446	-0.00400087591856276	-0.00493676861911464
10447	-0.00246591873254906	-0.0049646930849504
10448	-0.00246591873254906	-0.0049646930849504
10449	-0.00262400262943291	0.00118801262291397
1045	-0.00232751379601566	-0.00103684873613278
10450	-0.00351524672912538	-0.00574060712889076
10451	-0.00432417844295644	-0.00632133995692771
10452	-0.00168125629161066	0.00589045079534343
10453	-0.00168125629161066	0.00589045079534343
10454	-0.00223172188716537	-0.00298727168285135
10455	-0.00223172188716537	-0.00298727168285135
10456	-0.00371779212797442	0.0141828582907873
10457	-0.00187193663623611	-0.0013841829534341
10458	-0.00187193663623611	-0.0013841829534341
10459	-0.00187193663623611	-0.0013841829534341
1046	-0.00362386108816054	0.000476072435154138
10460	-0.00187193663623611	-0.0013841829534341
10461	-0.00187193663623611	-0.0013841829534341
10462	-0.00311615420277381	-0.0045189337523159
10463	-0.00311615420277381	-0.0045189337523159
10464	-0.00574024749118757	-0.00653743262424586
10465	-0.00455644596104567	-0.00482072660057104
10466	-0.00351408636275108	-0.00245089697126238
10467	-0.00415621399008673	0.0152638760163752
10468	-0.00485482907044709	0.00704718076591878
10469	-0.00515701213055743	-0.00569164586749628
1047	-0.00641759005972779	-0.00488182005250491
10470	-0.00220166857257437	0.00542865892078408
10471	-0.00223172188716537	-0.00298727168285135
10472	-0.00371779212797442	0.0141828582907873
10473	-0.00371779212797442	0.0141828582907873
10474	-0.00284774128980417	0.0158451899838471
10475	-0.00284774128980417	0.0158451899838471
10476	-0.00247676285003291	-0.00260189401649483
10477	-0.00362757121568728	-0.00166122393747177
10478	-0.00649524650284336	-0.00503357038117779
10479	-0.00241000493476091	0.00782744062702655
1048	-0.0024294266905614	-0.00280958661589996
10480	-0.00371779212797442	0.0141828582907873
10481	-0.00323374399531902	-0.000597514152350864
10482	-0.00187193663623611	-0.0013841829534341
10483	-0.00223997612670714	-0.00212516565055704
10484	-0.00217883813998878	-0.00193567940194321
10485	-0.00217883813998878	-0.00193567940194321
10486	-0.00217883813998878	-0.00193567940194321
10487	-0.00217883813998878	-0.00193567940194321
10488	-0.00217883813998878	-0.00193567940194321
10489	-0.00246591873254906	-0.0049646930849504
1049	-0.0024294266905614	-0.00280958661589996
10490	-0.00246591873254906	-0.0049646930849504
10491	-0.00246591873254906	-0.0049646930849504
10492	-0.00246591873254906	-0.0049646930849504
10493	-0.00375212077056502	-0.00421821771295263
10494	-0.00622973659950002	-0.00690128659080529
10495	-0.00287410084025017	0.000965328291540445
10496	-0.00287410084025017	0.000965328291540445
10497	-0.00287410084025017	0.000965328291540445
10498	-0.00287410084025017	0.000965328291540445
10499	-0.00287410084025017	0.000965328291540445
105	-0.00474127373839027	-0.00556445383509238
1050	-0.00622316401960934	-0.00662365336944413
10500	-0.00287410084025017	0.000965328291540445
10501	-0.00287410084025017	0.000965328291540445
10502	-0.00287410084025017	0.000965328291540445
10503	-0.00488609122637303	-0.00394820206846853
10504	-0.00380785023211874	0.00109410896599189
10505	-0.00141136830515986	-0.000955310478829717
10506	-0.00376943878704945	0.00108881134347588
10507	-0.000856946357927345	-0.000573805743707951
10508	-0.00196316904434405	-0.0023248689065318
10509	-0.00312678709760073	-0.00386188497942002
1051	-0.00252212139049138	-0.00312428341306839
10510	-0.00272755832789297	-0.00347904760255437
10511	-0.00272755832789297	-0.00347904760255437
10512	-0.00352224332768641	-0.00483134459569642
10513	-0.00287410084025017	0.000965328291540445
10514	-0.00498258233360398	-0.00574723149720983
10515	-0.00303877964387583	-0.00169665203307381
10516	-0.00159628604640368	-0.00072509264088707
10517	-0.00284774128980417	0.0158451899838471
10518	-0.00284774128980417	0.0158451899838471
10519	-0.00284774128980417	0.0158451899838471
1052	-0.00252212139049138	-0.00312428341306839
10520	-0.00284774128980417	0.0158451899838471
10521	-0.00284774128980417	0.0158451899838471
10522	-0.00405156080571341	-0.00427628272464354
10523	-0.00152757486886068	-0.000707202448038931
10524	-0.00241000493476091	0.00782744062702655
10525	-0.00518578053648644	-0.00134240091257653
10526	-0.0047529765789801	-0.00572532765244154
10527	-0.0038910899914701	-0.0047048049772474
10528	-0.00260396436799121	-0.00323322251669346
10529	-0.00260396436799121	-0.00323322251669346
1053	-0.0071992718657116	-0.00355617212468789
10530	-0.00260396436799121	-0.00323322251669346
10531	-0.00260396436799121	-0.00323322251669346
10532	-0.00260396436799121	-0.00323322251669346
10533	-0.00260396436799121	-0.00323322251669346
10534	-0.00260396436799121	-0.00323322251669346
10535	-0.00260396436799121	-0.00323322251669346
10536	-0.00387651856830216	-0.00464966772795643
10537	-0.00471965314838621	-0.00568110584192516
10538	-0.00430763249696388	-0.00537730611699487
10539	-0.00322020829164871	-0.00399496884701512
1054	-0.00317210758857947	-0.00172930712265278
10540	-0.00315870454270527	-0.00391894334273002
10541	-0.0031377296695165	-0.00389301605636315
10542	-0.00390402163434785	-0.00486867237258294
10543	-0.00262447217642777	-0.00201904832157958
10544	-0.00187849859214961	-0.00232203410719496
10545	-0.00187849859214961	-0.00232203410719496
10546	-0.00187849859214961	-0.00232203410719496
10547	-0.00187849859214961	-0.00232203410719496
10548	-0.00187849859214961	-0.00232203410719496
10549	-0.00187849859214961	-0.00232203410719496
1055	-0.00803974165142413	-0.00508189226943842
10550	-0.00284774128980417	0.0158451899838471
10551	-0.00655869232672984	-0.0063283700577005
10552	-0.00406030963585363	0.0143485113951349
10553	-0.00421584005147078	-0.0052605736183513
10554	-0.00419724116755931	-0.00523668538934117
10555	-0.00246591873254906	-0.0049646930849504
10556	-0.00484453199429424	-0.0060911050957517
