CLUSTERID1	CLUSTERID2	DeltaMZ	MinRatio	Cosine	AlignScore2	AlignScore3
7281	7515	34.006	0.000	0.7159	0.4986	1
7281	7530	34.003	0.000	0.7080	0.5117	1
7281	8020	34.003	0.000	0.7217	0.5145	1
7281	8024	34.006	0.000	0.7024	0.4782	1
7281	11226	-386.263	0.000	0.7120	0.5138	1
7282	7290	0.001	0.000	0.9655	0.9260	1
7282	7292	76.032	0.000	0.8381	0.6255	1
7282	7297	76.031	0.000	0.8434	0.6255	1
7282	7298	-4.032	0.000	0.7420	0.6998	1
7282	7306	12.001	0.000	0.8188	0.7930	1
7282	7317	66.048	0.000	0.7264	0.5702	1
7282	7318	66.047	0.000	0.7158	0.5692	1
7282	7356	90.048	0.000	0.7637	0.5513	1
7282	7358	7.970	0.000	0.7940	0.7783	1
7282	7371	0.001	0.000	0.8551	0.8273	1
7282	7373	-15.996	0.000	0.7444	0.7298	1
7282	7383	-1.978	0.000	0.7465	0.7134	1
7282	7400	-18.009	0.000	0.8170	0.7371	1
7282	7410	-2.015	0.000	0.7689	0.7232	1
7282	7412	-2.014	0.000	0.7760	0.7253	1
7282	7417	9.986	0.000	0.7563	0.7052	1
7282	7421	54.048	0.000	0.7292	0.5463	1
7282	7478	0.000	0.000	0.7451	0.7070	1
7282	7508	0.001	0.000	0.7518	0.7289	1
7282	7550	52.032	0.000	0.7510	0.6004	1
7282	7560	76.031	0.000	0.8651	0.6525	1
7282	7588	-2.014	0.000	0.7814	0.7749	1
7282	7592	42.048	0.000	0.7280	0.6216	1
7282	7594	66.048	0.000	0.7380	0.6173	1
7282	7596	24.038	0.000	0.7244	0.6451	1
7282	7598	9.986	0.000	0.8800	0.8632	1
7282	7600	9.984	0.000	0.8330	0.7765	1
7282	7620	0.001	0.000	0.7408	0.6655	1
7282	7627	-2.016	0.000	0.7755	0.7402	1
7282	7638	0.000	0.000	0.7452	0.7178	1
7282	7644	64.032	0.000	0.7446	0.6118	1
7282	7651	78.048	0.000	0.7639	0.6275	1
7282	7661	52.033	0.000	0.7907	0.6619	1
7282	7663	-15.996	0.000	0.7900	0.6963	1
7282	7664	14.017	0.000	0.7536	0.7757	1
7282	7682	-4.030	0.000	0.7514	0.7392	1
7282	7700	-15.994	0.000	0.7815	0.7002	1
7282	7720	2.017	0.000	0.7986	0.8184	1
7282	7736	2.015	0.000	0.8103	0.8201	1
7282	7763	0.001	0.000	0.7525	0.6933	1
7282	7765	14.016	0.000	0.7823	0.8309	1
7282	7769	-4.030	0.000	0.7206	0.6684	1
7282	7775	-1.978	0.000	0.8152	0.7059	1
7282	7784	76.031	0.000	0.8480	0.6255	1
7282	7785	-2.016	0.000	0.8282	0.7930	1
7282	7792	76.033	0.000	0.8420	0.6255	1
7282	7795	-2.014	0.000	0.8399	0.8179	1
7282	7811	64.032	0.000	0.8303	0.7069	1
7282	7814	64.031	0.000	0.8225	0.7069	1
7282	7836	14.017	0.000	0.8679	0.7874	1
7282	7848	64.035	0.000	0.8120	0.6832	1
7282	7864	0.001	0.000	0.8200	0.7927	1
7282	7872	76.031	0.000	0.8618	0.6533	1
7282	7878	76.033	0.000	0.8473	0.6255	1
7282	7883	-3.994	0.000	0.7462	0.7087	1
7282	7885	-2.016	0.000	0.7758	0.7175	1
7282	7892	64.033	0.000	0.8196	0.6832	1
7282	7894	-2.014	0.000	0.7723	0.7119	1
7282	7941	78.048	0.000	0.7756	0.6264	1
7282	7982	62.017	0.000	0.8266	0.6966	1
7282	7985	-1.978	0.000	0.7031	0.6255	1
7282	7988	-2.014	0.000	0.7507	0.7024	1
7282	7989	-2.015	0.000	0.8017	0.7912	1
7282	8028	0.001	0.000	0.7533	0.7154	1
7282	8042	0.000	0.000	0.7553	0.7279	1
7282	8075	64.032	0.000	0.8110	0.7069	1
7282	8078	14.017	0.000	0.7570	0.6498	1
7282	8084	24.002	0.000	0.8360	0.7335	1
7282	8086	24.001	0.000	0.8286	0.7294	1
7282	8087	12.001	0.000	0.8115	0.7697	1
7282	8102	14.016	0.000	0.7604	0.7126	1
7282	8103	12.000	0.000	0.7751	0.7175	1
7282	8106	52.069	0.000	0.7880	0.7116	1
7282	8150	9.986	0.000	0.7439	0.6727	1
7282	8204	64.032	0.000	0.7975	0.6748	1
7282	8206	62.016	0.000	0.7771	0.6966	1
7282	8208	62.017	0.000	0.7617	0.6686	1
7282	8221	64.034	0.000	0.7962	0.6748	1
7282	8227	-2.014	0.000	0.7756	0.7275	1
7282	8236	64.033	0.000	0.7123	0.6087	1
7282	8249	62.019	0.000	0.8346	0.6966	1
7282	8251	-2.016	0.000	0.7740	0.7268	1
7282	8279	-1.978	0.000	0.7499	0.7035	1
7282	8296	12.001	0.000	0.7526	0.7134	1
7282	8306	9.986	0.000	0.7582	0.6612	1
7282	8312	90.048	0.000	0.7754	0.5793	1
7282	8325	12.000	0.000	0.7907	0.7789	1
7282	8328	0.000	0.000	0.7662	0.7154	1
7282	8343	0.001	0.000	0.8905	0.8753	1
7282	8349	-15.995	0.000	0.7357	0.7141	1
7282	8356	-15.994	0.000	0.7243	0.6814	1
7282	8371	64.032	0.000	0.7755	0.6552	1
7282	8377	64.031	0.000	0.8065	0.7069	1
7282	8395	76.031	0.000	0.8711	0.6525	1
7282	8400	14.017	0.000	0.8055	0.7595	1
7282	8412	62.019	0.000	0.8001	0.6966	1
7282	8424	62.016	0.000	0.7495	0.6966	1
7282	8427	62.017	0.000	0.7540	0.6966	1
7282	8440	12.002	0.000	0.8029	0.7648	1
7282	8441	26.017	0.000	0.7431	0.6141	1
7282	8448	66.048	0.000	0.7060	0.5659	1
7282	8450	-2.014	0.000	0.8356	0.8179	1
7282	8458	54.049	0.000	0.7315	0.5813	1
7282	8459	9.986	0.000	0.8178	0.7888	1
7282	8462	-2.015	0.000	0.8490	0.8415	1
7282	8464	54.048	0.000	0.7453	0.6079	1
7282	8466	0.001	0.000	0.8519	0.7967	1
7282	8467	-4.030	0.000	0.7190	0.6597	1
7282	8470	9.985	0.000	0.8629	0.8430	1
7282	8473	0.000	0.000	0.8318	0.7647	1
7282	8480	40.032	0.000	0.7909	0.6677	1
7282	8536	12.001	0.000	0.8086	0.7627	1
7282	8540	12.000	0.000	0.8648	0.8496	1
7282	8546	62.017	0.000	0.8322	0.7202	1
7282	8560	64.031	0.000	0.8314	0.7168	1
7282	8646	24.001	0.000	0.7053	0.6573	1
7282	8650	0.001	0.000	0.7673	0.7331	1
7282	8664	-15.995	0.000	0.7469	0.6530	1
7282	8667	76.032	0.000	0.8506	0.6255	1
7282	8668	-2.015	0.000	0.7232	0.6980	1
7282	8682	-18.009	0.000	0.7244	0.7732	1
7282	8713	62.016	0.000	0.7553	0.6966	1
7282	8719	62.019	0.000	0.7769	0.6966	1
7282	8723	62.017	0.000	0.7411	0.6966	1
7282	8726	62.012	0.000	0.7640	0.7208	1
7282	8728	62.015	0.000	0.7422	0.6686	1
7282	8735	9.985	0.000	0.7665	0.7323	1
7282	8751	64.032	0.000	0.8065	0.6581	1
7282	8752	64.028	0.000	0.8120	0.6817	1
7282	8753	-0.005	0.000	0.8689	0.8233	1
7282	8818	54.043	0.000	0.7612	0.6079	1
7282	8819	-2.020	0.000	0.8435	0.8228	1
7282	8833	54.049	0.000	0.7475	0.5716	1
7282	8840	-2.014	0.000	0.7361	0.6921	1
7282	8847	14.017	0.000	0.7582	0.7885	1
7282	8853	54.048	0.000	0.7288	0.5659	1
7282	8864	-2.015	0.000	0.7871	0.7770	1
7282	8919	62.017	0.000	0.7416	0.6966	1
7282	8920	62.016	0.000	0.7521	0.6966	1
7282	8922	62.012	0.000	0.7679	0.7217	1
7282	8923	62.014	0.000	0.7423	0.6966	1
7282	8929	-6.052	0.000	0.7061	0.6885	1
7282	8932	-4.029	0.000	0.7048	0.6512	1
7282	8935	-4.036	0.000	0.7304	0.6846	1
7282	8939	76.028	0.000	0.8468	0.6255	1
7282	8964	76.032	0.000	0.8507	0.6255	1
7282	8974	9.980	0.000	0.8042	0.7667	1
7282	8975	-0.005	0.000	0.7556	0.7138	1
7282	8977	-118.034	0.000	0.7027	0.6110	1
7282	8983	12.000	0.000	0.8302	0.8015	1
7282	9002	9.985	0.000	0.8198	0.7838	1
7282	9032	0.000	0.000	0.7388	0.6851	1
7282	9040	0.001	0.000	0.7897	0.7429	1
7282	9046	26.017	0.000	0.7184	0.5994	1
7282	9061	-1.978	0.000	0.8319	0.7568	1
7282	9066	64.033	0.000	0.7660	0.6260	1
7282	9086	-4.030	0.000	0.7428	0.6847	1
7282	9102	12.000	0.000	0.7945	0.7930	1
7282	9123	-15.993	0.000	0.8082	0.7223	1
7282	9133	-34.004	0.000	0.8123	0.7589	1
7282	9140	-16.000	0.000	0.8213	0.7456	1
7282	9150	62.017	0.000	0.7419	0.6966	1
7282	9156	62.015	0.000	0.7459	0.6966	1
7282	9168	-2.014	0.000	0.7736	0.7254	1
7282	9184	76.028	0.000	0.8677	0.6612	1
7282	9196	76.033	0.000	0.8480	0.6255	1
7282	9233	-4.036	0.000	0.7241	0.6491	1
7282	9236	-4.030	0.000	0.7111	0.6489	1
7282	9237	-4.031	0.000	0.7123	0.6526	1
7282	9369	-18.009	0.000	0.7356	0.8045	1
7282	9378	12.001	0.000	0.7962	0.7614	1
7282	9389	-18.010	0.000	0.8235	0.7371	1
7282	9410	11.995	0.000	0.7437	0.7344	1
7282	9414	12.000	0.000	0.7402	0.6800	1
7282	9449	14.017	0.000	0.7747	0.7135	1
7282	9457	76.032	0.000	0.8345	0.6255	1
7282	9459	-2.019	0.000	0.7922	0.7707	1
7282	9512	-2.016	0.000	0.7048	0.6580	1
7282	9514	76.033	0.000	0.8170	0.6255	1
7282	9542	78.048	0.000	0.7167	0.5486	1
7282	9543	-16.030	0.000	0.7527	0.7170	1
7282	9558	76.028	0.000	0.8453	0.6255	1
7282	9597	-16.000	0.000	0.7635	0.7008	1
7282	9643	7.970	0.000	0.8103	0.8262	1
7282	9649	-2.021	0.000	0.7573	0.7273	1
7282	9661	-2.014	0.000	0.8198	0.8096	1
7282	9666	-2.016	0.000	0.7397	0.7024	1
7282	9698	9.982	0.000	0.8375	0.7944	1
7282	9699	-0.003	0.000	0.8279	0.7887	1
7282	9700	-2.018	0.000	0.7669	0.7305	1
7282	9713	76.028	0.000	0.8451	0.6255	1
7282	9724	76.032	0.000	0.8528	0.6283	1
7282	9726	76.033	0.000	0.8485	0.6255	1
7282	9766	-1.978	0.000	0.8229	0.7878	1
7282	9784	9.980	0.000	0.7111	0.7678	1
7282	9791	-15.993	0.000	0.7692	0.6929	1
7282	9793	-2.014	0.000	0.8036	0.7832	1
7282	9811	9.985	0.000	0.7146	0.7673	1
7282	9819	-15.995	0.000	0.7354	0.6742	1
7282	9829	-2.016	0.000	0.7855	0.7832	1
7282	9846	-2.021	0.000	0.7994	0.8187	1
7282	9902	9.986	0.000	0.8295	0.8481	1
7282	9903	-0.000	0.000	0.9220	0.8942	1
7282	9918	0.001	0.000	0.9592	0.9265	1
7282	9936	-118.034	0.000	0.7304	0.6575	1
7282	9945	76.028	0.000	0.8501	0.6255	1
7282	9948	-118.027	0.000	0.7017	0.6485	1
7282	9962	76.032	0.000	0.8527	0.6255	1
7282	9964	52.033	0.000	0.7452	0.6241	1
7282	9967	-4.030	0.000	0.7829	0.7596	1
7282	9994	78.049	0.000	0.7123	0.5486	1
7282	10007	-6.052	0.000	0.7314	0.7065	1
7282	10059	-14.014	0.000	0.7714	0.7148	1
7282	10132	-118.034	0.000	0.7118	0.6387	1
7282	10139	66.048	0.000	0.7131	0.5630	1
7282	10142	-15.993	0.000	0.7861	0.7208	1
7282	10146	-16.000	0.000	0.7635	0.6676	1
7282	10152	78.048	0.000	0.7766	0.6264	1
7282	10153	52.032	0.000	0.7961	0.6576	1
7282	10154	-4.031	0.000	0.7695	0.7150	1
7282	10163	52.028	0.000	0.7890	0.6451	1
7282	10186	-4.000	0.000	0.7183	0.6741	1
7282	10223	-3.994	0.000	0.7123	0.6847	1
7282	10230	9.982	0.000	0.7868	0.8169	1
7282	10236	12.001	0.000	0.8341	0.8048	1
7282	10240	-4.036	0.000	0.7584	0.7113	1
7282	10280	9.980	0.000	0.7709	0.7930	1
7282	10283	12.000	0.000	0.8119	0.7910	1
7282	10286	76.032	0.000	0.8477	0.6255	1
7282	10294	9.986	0.000	0.7899	0.8195	1
7282	10296	0.001	0.000	0.8273	0.7659	1
7282	10299	-0.000	0.000	0.8535	0.8176	1
7282	10301	-3.995	0.000	0.7638	0.7040	1
7282	10312	9.984	0.000	0.7812	0.8114	1
7282	10323	-0.003	0.000	0.8148	0.7362	1
7282	10324	-2.019	0.000	0.7951	0.7461	1
7282	10329	-18.016	0.000	0.7070	0.6605	1
7282	10342	-2.020	0.000	0.8006	0.7580	1
7282	10351	-2.014	0.000	0.7733	0.7089	1
7282	10359	-0.005	0.000	0.8622	0.8135	1
7282	10363	-1.979	0.000	0.8426	0.7986	1
7282	10370	76.028	0.000	0.8528	0.6255	1
7282	10372	-2.016	0.000	0.8185	0.7851	1
7282	10383	14.017	0.000	0.7417	0.7871	1
